"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"225","15143 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9851235833398","40.1211568189606",c(-74.9851235833398, 40.1211568189606)
"226","15122 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9875777703294","40.1216478941505",c(-74.9875777703294, 40.1216478941505)
"227","2672 MARIGOLD LN",0.02,0.03,0.05,0.07,0.11,0.2,0.27,0.36,0.47,0.57,0.2,0.27,0.36,0.47,0.57,"Byberry","-74.9911298054611","40.1175794697058",c(-74.9911298054611, 40.1175794697058)
"228","15062 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9895982745694","40.1198146504916",c(-74.9895982745694, 40.1198146504916)
"229","15053 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.09,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Byberry","-74.9885281406407","40.1184819172112",c(-74.9885281406407, 40.1184819172112)
"230","15052 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9899117192734","40.1195022833844",c(-74.9899117192734, 40.1195022833844)
"231","15054 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9898507723305","40.1195630217856",c(-74.9898507723305, 40.1195630217856)
"232","13040 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"233","15108 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9885101128596","40.1208565627167",c(-74.9885101128596, 40.1208565627167)
"234","2674 FOXGLOVE LN",0.02,0.03,0.05,0.08,0.12,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9869976092493","40.1213691670211",c(-74.9869976092493, 40.1213691670211)
"235","15040 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9903122265567","40.1191031484069",c(-74.9903122265567, 40.1191031484069)
"236","15055 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9894568861214","40.1193544859733",c(-74.9894568861214, 40.1193544859733)
"237","15035 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9897970934648","40.118698949401",c(-74.9897970934648, 40.118698949401)
"238","15041 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9897223677674","40.1187735298052",c(-74.9897223677674, 40.1187735298052)
"239","15036 DAHLIA DR",0.02,0.03,0.05,0.08,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9905108501631","40.1189052037779",c(-74.9905108501631, 40.1189052037779)
"240","15033 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9899537018981","40.118543724886",c(-74.9899537018981, 40.118543724886)
"241","15053 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.989531977859","40.1192796153563",c(-74.989531977859, 40.1192796153563)
"242","15051 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9893307192042","40.1191616247757",c(-74.9893307192042, 40.1191616247757)
"243","15035 SUNFLOWER DR",0.02,0.02,0.04,0.06,0.09,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9891963767999","40.1178159758339",c(-74.9891963767999, 40.1178159758339)
"244","15063 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9892240540903","40.1195864634316",c(-74.9892240540903, 40.1195864634316)
"245","15004 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9915637891734","40.1178558323636",c(-74.9915637891734, 40.1178558323636)
"246","15046 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9901293864173","40.1192853632266",c(-74.9901293864173, 40.1192853632266)
"247","15042 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9902512803314","40.1191638870221",c(-74.9902512803314, 40.1191638870221)
"248","2674 HONEYSUCKLE LN",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.987594132616","40.1207798926936",c(-74.987594132616, 40.1207798926936)
"249","15048 DAHLIA DR",0.03,0.05,0.07,0.11,0.16,0.16,0.23,0.31,0.41,0.51,0.16,0.23,0.31,0.41,0.51,"Byberry","-74.9900597333935","40.1193547781622",c(-74.9900597333935, 40.1193547781622)
"250","15038 DAHLIA DR",0.02,0.03,0.05,0.08,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9903813345958","40.1190342780087",c(-74.9903813345958, 40.1190342780087)
"251","15029 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9902294710437","40.1185883504047",c(-74.9902294710437, 40.1185883504047)
"252","15066 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.989450253421","40.119962163104",c(-74.989450253421, 40.119962163104)
"253","13027 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"254","15044 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9901903339969","40.1192246256048",c(-74.9901903339969, 40.1192246256048)
"255","15003 SUNFLOWER DR",0.02,0.02,0.04,0.06,0.09,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9902411972931","40.1167746373329",c(-74.9902411972931, 40.1167746373329)
"256","2672 IRIS LN",0.02,0.03,0.05,0.08,0.12,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9864350585166","40.1220047865491",c(-74.9864350585166, 40.1220047865491)
"257","15021 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.21,0.29,0.38,0.48,0.59,0.21,0.29,0.38,0.48,0.59,"Byberry","-74.9896578207532","40.1173560878339",c(-74.9896578207532, 40.1173560878339)
"258","15011 SUNFLOWER DR",0.02,0.02,0.04,0.06,0.09,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Byberry","-74.9899886421494","40.1170263526885",c(-74.9899886421494, 40.1170263526885)
"259","15013 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.21,0.29,0.38,0.48,0.59,0.21,0.29,0.38,0.48,0.59,"Byberry","-74.9899102907438","40.1171044495003",c(-74.9899102907438, 40.1171044495003)
"260","13057 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"261","2671 IRIS LN",0.02,0.03,0.05,0.08,0.12,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9861184329345","40.1224311907794",c(-74.9861184329345, 40.1224311907794)
"262","15025 SUNFLOWER DR",0.02,0.02,0.04,0.06,0.09,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Byberry","-74.9895272248153","40.1174862461621",c(-74.9895272248153, 40.1174862461621)
"263","15069 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9890742680723","40.1197497189235",c(-74.9890742680723, 40.1197497189235)
"264","13070 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"265","15034 DAHLIA DR",0.02,0.03,0.05,0.08,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.990579974544","40.1188363255517",c(-74.990579974544, 40.1188363255517)
"266","2674 VERONICA LN",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9887978318967","40.1197047719606",c(-74.9887978318967, 40.1197047719606)
"267","15067 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9888728080091","40.1196309523155",c(-74.9888728080091, 40.1196309523155)
"268","15012 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.18,0.25,0.34,0.43,0.54,0.18,0.25,0.34,0.43,0.54,"Byberry","-74.9899338477439","40.1176737947127",c(-74.9899338477439, 40.1176737947127)
"269","15046 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Byberry","-74.9889382457419","40.1186710206449",c(-74.9889382457419, 40.1186710206449)
"270","15032 DAHLIA DR",0.02,0.03,0.05,0.08,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9906409170293","40.1187755776746",c(-74.9906409170293, 40.1187755776746)
"271","15013 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9906954991591","40.1181247874697",c(-74.9906954991591, 40.1181247874697)
"272","15064 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.989519913849","40.1198927414798",c(-74.989519913849, 40.1198927414798)
"273","15070 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9893283566365","40.1200836384526",c(-74.9893283566365, 40.1200836384526)
"274","15059 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.989098404401","40.1193931269195",c(-74.989098404401, 40.1193931269195)
"275","15019 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9902617596431","40.1182374513185",c(-74.9902617596431, 40.1182374513185)
"276","15061 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9892992132114","40.1195116801743",c(-74.9892992132114, 40.1195116801743)
"277","15021 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9904625371286","40.1183560171521",c(-74.9904625371286, 40.1183560171521)
"278","15025 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9901870023147","40.1183122574103",c(-74.9901870023147, 40.1183122574103)
"279","15023 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9903879473056","40.1184308625327",c(-74.9903879473056, 40.1184308625327)
"280","15065 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9890232383571","40.1194672998625",c(-74.9890232383571, 40.1194672998625)
"281","15015 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9906203453901","40.1181992274955",c(-74.9906203453901, 40.1181992274955)
"282","15014 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9912242411442","40.1181942344328",c(-74.9912242411442, 40.1181942344328)
"283","2673 MARIGOLD LN",0.02,0.03,0.04,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9907347948131","40.1177780256233",c(-74.9907347948131, 40.1177780256233)
"284","15000 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9916943828663","40.117725677156",c(-74.9916943828663, 40.117725677156)
"285","13038 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"286","15010 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9913722495532","40.1180467275078",c(-74.9913722495532, 40.1180467275078)
"287","15044 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Byberry","-74.98901242358","40.1185956175215",c(-74.98901242358, 40.1185956175215)
"288","15015 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.21,0.29,0.38,0.48,0.59,0.21,0.29,0.38,0.48,0.59,"Byberry","-74.9898406454521","40.1171738680557",c(-74.9898406454521, 40.1171738680557)
"289","15028 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9907627980812","40.1186541123726",c(-74.9907627980812, 40.1186541123726)
"290","15026 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9908324496653","40.1185846970078",c(-74.9908324496653, 40.1185846970078)
"291","15023 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.21,0.29,0.38,0.48,0.59,0.21,0.29,0.38,0.48,0.59,"Byberry","-74.9895968777838","40.1174168279669",c(-74.9895968777838, 40.1174168279669)
"292","15011 DAHLIA DR",0.02,0.03,0.04,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9904942458833","40.1180049428211",c(-74.9904942458833, 40.1180049428211)
"293","15034 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.989444503357","40.1184841357733",c(-74.989444503357, 40.1184841357733)
"294","2682 HONEYSUCKLE LN",0.02,0.03,0.05,0.07,0.11,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9869867063598","40.1203597515847",c(-74.9869867063598, 40.1203597515847)
"295","2678 HONEYSUCKLE LN",0.02,0.03,0.05,0.08,0.11,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9873005038924","40.1205760078015",c(-74.9873005038924, 40.1205760078015)
"296","15030 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9907018526998","40.1187148503284",c(-74.9907018526998, 40.1187148503284)
"297","15056 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Byberry","-74.9889056841813","40.1190206676945",c(-74.9889056841813, 40.1190206676945)
"298","2669 IRIS LN",0.02,0.03,0.05,0.08,0.12,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9863755661218","40.1224433471931",c(-74.9863755661218, 40.1224433471931)
"299","15040 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9893689283185","40.1185581260912",c(-74.9893689283185, 40.1185581260912)
"300","15019 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.21,0.29,0.38,0.48,0.59,0.21,0.29,0.38,0.48,0.59,"Byberry","-74.9897187589967","40.1172953457556",c(-74.9897187589967, 40.1172953457556)
"301","15154 SUNFLOWER DR",0.02,0.03,0.05,0.07,0.11,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9849211794149","40.1218516143656",c(-74.9849211794149, 40.1218516143656)
"302","15062 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Byberry","-74.9884695329242","40.119134806095",c(-74.9884695329242, 40.119134806095)
"303","15016 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.991163296553","40.1182549735353",c(-74.991163296553, 40.1182549735353)
"304","15024 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9909108085346","40.1185066051462",c(-74.9909108085346, 40.1185066051462)
"305","15054 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Byberry","-74.9887049655185","40.1189023447319",c(-74.9887049655185, 40.1189023447319)
"306","15022 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9909804609516","40.1184371906192",c(-74.9909804609516, 40.1184371906192)
"307","2671 FOXGLOVE LN",0.02,0.03,0.05,0.08,0.12,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.986759522905","40.1218003387825",c(-74.986759522905, 40.1218003387825)
"308","15068 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Byberry","-74.9883041109565","40.1192865200396",c(-74.9883041109565, 40.1192865200396)
"309","15020 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9910414058704","40.1183764516144",c(-74.9910414058704, 40.1183764516144)
"310","15012 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9912938929194","40.1181248197145",c(-74.9912938929194, 40.1181248197145)
"311","15018 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.22,0.3,0.4,0.5,0.6,0.22,0.3,0.4,0.5,0.6,"Byberry","-74.9911023518525","40.1183157126052",c(-74.9911023518525, 40.1183157126052)
"312","2671 HONEYSUCKLE LN",0.02,0.03,0.05,0.08,0.12,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Byberry","-74.9874133853949","40.121252895396",c(-74.9874133853949, 40.121252895396)
"313","13016 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"314","2680 HONEYSUCKLE LN",0.02,0.03,0.04,0.06,0.1,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Byberry","-74.9871576582259","40.1204768216995",c(-74.9871576582259, 40.1204768216995)
"315","2676 HONEYSUCKLE LN",0.02,0.03,0.04,0.07,0.1,0.18,0.25,0.34,0.44,0.54,0.18,0.25,0.34,0.44,0.54,"Byberry","-74.9874459957021","40.1206770323791",c(-74.9874459957021, 40.1206770323791)
"316","15132 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9868859288989","40.122247823015",c(-74.9868859288989, 40.122247823015)
"317","2667 IRIS LN",0.02,0.03,0.05,0.08,0.12,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9866518957402","40.1224101127833",c(-74.9866518957402, 40.1224101127833)
"318","15009 SUNFLOWER DR",0.02,0.02,0.04,0.06,0.09,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Byberry","-74.9900582917547","40.1169569359557",c(-74.9900582917547, 40.1169569359557)
"319","13054 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"320","15017 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.21,0.29,0.38,0.48,0.59,0.21,0.29,0.38,0.48,0.59,"Byberry","-74.9897797017111","40.1172346064577",c(-74.9897797017111, 40.1172346064577)
"321","2683 FOXGLOVE LN",0.02,0.03,0.05,0.07,0.11,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9858430666302","40.1211662562611",c(-74.9858430666302, 40.1211662562611)
"322","15065 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.09,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Byberry","-74.9881363423417","40.1188723753493",c(-74.9881363423417, 40.1188723753493)
"323","2682 MARIGOLD LN",0.02,0.03,0.04,0.06,0.1,0.2,0.27,0.36,0.46,0.57,0.2,0.27,0.36,0.46,0.57,"Byberry","-74.9905108861354","40.1172153101339",c(-74.9905108861354, 40.1172153101339)
"324","15002 SUNFLOWER DR",0.02,0.04,0.06,0.09,0.14,0.16,0.22,0.31,0.4,0.5,0.16,0.22,0.31,0.4,0.5,"Byberry","-74.9904131272392","40.1171573847502",c(-74.9904131272392, 40.1171573847502)
"325","2682 VERONICA LN",0.02,0.03,0.04,0.06,0.1,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Byberry","-74.9882292581323","40.1193618876062",c(-74.9882292581323, 40.1193618876062)
"326","15043 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.09,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Byberry","-74.9888676955064","40.1181435193099",c(-74.9888676955064, 40.1181435193099)
"327","2680 VERONICA LN",0.02,0.03,0.04,0.07,0.1,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Byberry","-74.9884306057582","40.1194806022302",c(-74.9884306057582, 40.1194806022302)
"328","13018 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"329","15066 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Byberry","-74.9885055955894","40.11940561447",c(-74.9885055955894, 40.11940561447)
"330","2673 HONEYSUCKLE LN",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9872714552903","40.1211534386276",c(-74.9872714552903, 40.1211534386276)
"331","2672 FOXGLOVE LN",0.02,0.03,0.05,0.07,0.11,0.2,0.27,0.36,0.46,0.56,0.2,0.27,0.36,0.46,0.56,"Byberry","-74.9871457513127","40.1214715189106",c(-74.9871457513127, 40.1214715189106)
"332","15007 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9901188742634","40.1168965536773",c(-74.9901188742634, 40.1168965536773)
"333","15006 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.27,0.36,0.46,0.57,0.2,0.27,0.36,0.46,0.57,"Byberry","-74.9900824718779","40.1175111230727",c(-74.9900824718779, 40.1175111230727)
"334","15047 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.09,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9887458043553","40.1182649968423",c(-74.9887458043553, 40.1182649968423)
"335","2683 MARIGOLD LN",0.02,0.03,0.04,0.06,0.1,0.2,0.27,0.36,0.46,0.57,0.2,0.27,0.36,0.46,0.57,"Byberry","-74.9901579153493","40.1174361650321",c(-74.9901579153493, 40.1174361650321)
"336","15032 SUNFLOWER DR",0.02,0.03,0.04,0.07,0.1,0.2,0.27,0.36,0.46,0.57,0.2,0.27,0.36,0.46,0.57,"Byberry","-74.9895952884691","40.1183328852911",c(-74.9895952884691, 40.1183328852911)
"337","15055 SUNFLOWER DR",0.02,0.04,0.06,0.09,0.13,0.14,0.2,0.27,0.37,0.47,0.14,0.2,0.27,0.37,0.47,"Byberry","-74.9884671945114","40.1185426558123",c(-74.9884671945114, 40.1185426558123)
"338","15051 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.09,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Byberry","-74.9885977931634","40.1184125031705",c(-74.9885977931634, 40.1184125031705)
"339","15057 SUNFLOWER DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.988406247137","40.1186033934525",c(-74.988406247137, 40.1186033934525)
