"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"110","15157 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9842902638906","40.1217046564022",c(-74.9842902638906, 40.1217046564022)
"111","15158 SUNFLOWER DR",0.02,0.03,0.05,0.07,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9846238050146","40.1220564021642",c(-74.9846238050146, 40.1220564021642)
"112","15137 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9849367530258","40.1204613681618",c(-74.9849367530258, 40.1204613681618)
"113","15127 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9853403337851","40.1201834482465",c(-74.9853403337851, 40.1201834482465)
"114","2674 BLUEBELL CT",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9854111763402","40.122804958435",c(-74.9854111763402, 40.122804958435)
"115","15139 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.984862408245","40.1205125640034",c(-74.984862408245, 40.1205125640034)
"116","15106 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9867840611429","40.1197214778085",c(-74.9867840611429, 40.1197214778085)
"117","2668 BLUEBELL CT",0.02,0.03,0.05,0.08,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9847413810352","40.1229477716702",c(-74.9847413810352, 40.1229477716702)
"118","15133 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.985085439869","40.1203589771776",c(-74.985085439869, 40.1203589771776)
"119","15135 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9850110965219","40.1204101722437",c(-74.9850110965219, 40.1204101722437)
"120","15119 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9856483267767","40.1199713514462",c(-74.9856483267767, 40.1199713514462)
"121","15038 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9891675733273","40.1184393327039",c(-74.9891675733273, 40.1184393327039)
"122","15123 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9854996416338","40.1200737431608",c(-74.9854996416338, 40.1200737431608)
"123","2672 BLUEBELL CT",0.03,0.05,0.07,0.11,0.17,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Byberry","-74.9852071539723","40.1229361764009",c(-74.9852071539723, 40.1229361764009)
"124","15161 SUNFLOWER DR",0.02,0.03,0.05,0.07,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9839895985431","40.1218989381291",c(-74.9839895985431, 40.1218989381291)
"125","15085 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9872362251703","40.1196417995753",c(-74.9872362251703, 40.1196417995753)
"126","13029 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"127","15138 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9851807560429","40.1207957494746",c(-74.9851807560429, 40.1207957494746)
"128","2681 HONEYSUCKLE LN",0.03,0.05,0.07,0.11,0.16,0.16,0.22,0.3,0.4,0.5,0.16,0.22,0.3,0.4,0.5,"Byberry","-74.986690364727","40.1207492720134",c(-74.986690364727, 40.1207492720134)
"129","2664 BLUEBELL CT",0.02,0.03,0.05,0.07,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9844203703636","40.1226824082171",c(-74.9844203703636, 40.1226824082171)
"130","15116 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9860717965933","40.120182254178",c(-74.9860717965933, 40.120182254178)
"131","15122 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9858178615721","40.1203568246727",c(-74.9858178615721, 40.1203568246727)
"132","15126 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9856692041625","40.1204592416131",c(-74.9856692041625, 40.1204592416131)
"133","15087 SUNFLOWER DR",0.03,0.04,0.06,0.09,0.14,0.17,0.23,0.32,0.41,0.52,0.17,0.23,0.32,0.41,0.52,"Byberry","-74.9870523299931","40.1197773282041",c(-74.9870523299931, 40.1197773282041)
"134","13061 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"135","15120 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9858921906947","40.1203056161443",c(-74.9858921906947, 40.1203056161443)
"136","15155 SUNFLOWER DR",0.02,0.03,0.05,0.07,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9844318020928","40.1216065428117",c(-74.9844318020928, 40.1216065428117)
"137","13010 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"138","2679 FOXGLOVE LN",0.03,0.04,0.06,0.1,0.14,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Byberry","-74.9861681411011","40.1213884236687",c(-74.9861681411011, 40.1213884236687)
"139","15156 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9847724924576","40.1219540079112",c(-74.9847724924576, 40.1219540079112)
"140","15152 SUNFLOWER DR",0.02,0.03,0.05,0.07,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9850694239405","40.1217495244716",c(-74.9850694239405, 40.1217495244716)
"141","15116 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9879773488148","40.1213087543365",c(-74.9879773488148, 40.1213087543365)
"142","15118 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9859665208776","40.1202544075958",c(-74.9859665208776, 40.1202544075958)
"143","15117 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9857226703706","40.1199201550947",c(-74.9857226703706, 40.1199201550947)
"144","15089 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9869620671651","40.1198506442515",c(-74.9869620671651, 40.1198506442515)
"145","15027 SUNFLOWER DR",0.03,0.04,0.07,0.1,0.15,0.16,0.23,0.31,0.41,0.51,0.16,0.23,0.31,0.41,0.51,"Byberry","-74.9894488641391","40.1175643424599",c(-74.9894488641391, 40.1175643424599)
"146","15128 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9855842582465","40.1205177646245",c(-74.9855842582465, 40.1205177646245)
"147","15102 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9868743251273","40.1196481628283",c(-74.9868743251273, 40.1196481628283)
"148","2679 HONEYSUCKLE LN",0.02,0.03,0.05,0.07,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9868357454419","40.1208503893166",c(-74.9868357454419, 40.1208503893166)
"149","15159 SUNFLOWER DR",0.02,0.03,0.05,0.07,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9841527243271","40.121795921496",c(-74.9841527243271, 40.121795921496)
"150","15140 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.985095810346","40.1208542748526",c(-74.985095810346, 40.1208542748526)
"151","2677 HONEYSUCKLE LN",0.02,0.03,0.05,0.08,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9869782629249","40.12094951476",c(-74.9869782629249, 40.12094951476)
"152","15132 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9854037458511","40.1206421276852",c(-74.9854037458511, 40.1206421276852)
"153","15130 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9854886932513","40.1205836048358",c(-74.9854886932513, 40.1205836048358)
"154","15134 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9853294159906","40.1206933358967",c(-74.9853294159906, 40.1206933358967)
"155","15036 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9892425894276","40.1183648614447",c(-74.9892425894276, 40.1183648614447)
"156","13041 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"157","15117 SUNFLOWER DR",0.03,0.04,0.06,0.09,0.14,0.16,0.23,0.31,0.41,0.51,0.16,0.23,0.31,0.41,0.51,"Byberry","-74.9861748073505","40.120432589291",c(-74.9861748073505, 40.120432589291)
"158","15007 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Byberry","-74.9908617190156","40.1179724127166",c(-74.9908617190156, 40.1179724127166)
"159","15142 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9850002432664","40.1209201137281",c(-74.9850002432664, 40.1209201137281)
"160","13025 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"161","15148 WILDFLOWER WAY",0.03,0.04,0.06,0.09,0.14,0.16,0.23,0.31,0.41,0.51,0.16,0.23,0.31,0.41,0.51,"Byberry","-74.9847666394665","40.121081054798",c(-74.9847666394665, 40.121081054798)
"162","15131 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9856120332087","40.1208203104225",c(-74.9856120332087, 40.1208203104225)
"163","15029 SUNFLOWER DR",0.02,0.02,0.04,0.06,0.09,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9893792108675","40.1176337605647",c(-74.9893792108675, 40.1176337605647)
"164","15154 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9845155328354","40.1212548030315",c(-74.9845155328354, 40.1212548030315)
"165","2682 IRIS LN",0.02,0.03,0.05,0.07,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9856880097839","40.1214554568922",c(-74.9856880097839, 40.1214554568922)
"166","15150 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9846923097794","40.1211322635246",c(-74.9846923097794, 40.1211322635246)
"167","15144 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9849152996029","40.1209786390286",c(-74.9849152996029, 40.1209786390286)
"168","15150 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.985230005073","40.1216395232006",c(-74.985230005073, 40.1216395232006)
"169","15146 WILDFLOWER WAY",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9848409701404","40.1210298478517",c(-74.9848409701404, 40.1210298478517)
"170","15127 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.985792545623","40.1206959488369",c(-74.985792545623, 40.1206959488369)
"171","15126 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9873113379806","40.1218739545793",c(-74.9873113379806, 40.1218739545793)
"172","2675 IRIS LN",0.02,0.03,0.05,0.08,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9857754207933","40.1221852915833",c(-74.9857754207933, 40.1221852915833)
"173","15125 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9858774916192","40.1206374247724",c(-74.9858774916192, 40.1206374247724)
"174","2677 IRIS LN",0.02,0.03,0.05,0.07,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.985645618083","40.1220742104435",c(-74.985645618083, 40.1220742104435)
"175","2680 IRIS LN",0.02,0.03,0.05,0.07,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9858290512777","40.1215643158185",c(-74.9858290512777, 40.1215643158185)
"176","2684 IRIS LN",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9855438098511","40.1213434996852",c(-74.9855438098511, 40.1213434996852)
"177","2679 IRIS LN",0.02,0.03,0.05,0.07,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9855273217891","40.1219729741527",c(-74.9855273217891, 40.1219729741527)
"178","2676 BLUEBELL CT",0.02,0.03,0.04,0.07,0.1,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9856425771179","40.1226229997606",c(-74.9856425771179, 40.1226229997606)
"179","2670 BLUEBELL CT",0.02,0.03,0.05,0.08,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9849717640423","40.1230496259386",c(-74.9849717640423, 40.1230496259386)
"180","2672 VERONICA LN",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9889998786218","40.1198245538639",c(-74.9889998786218, 40.1198245538639)
"181","13019 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"182","2674 MARIGOLD LN",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9912854926741","40.117425313486",c(-74.9912854926741, 40.117425313486)
"183","2673 FOXGLOVE LN",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9866122611833","40.1216972623762",c(-74.9866122611833, 40.1216972623762)
"184","15001 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9913825643997","40.1174829918439",c(-74.9913825643997, 40.1174829918439)
"185","15114 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9881105419763","40.1211957062494",c(-74.9881105419763, 40.1211957062494)
"186","2678 FOXGLOVE LN",0.02,0.03,0.05,0.08,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9867015565156","40.1211632535616",c(-74.9867015565156, 40.1211632535616)
"187","2680 FOXGLOVE LN",0.02,0.03,0.05,0.07,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.986553531959","40.1210602974734",c(-74.986553531959, 40.1210602974734)
"188","15128 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9871780979071","40.1219873097371",c(-74.9871780979071, 40.1219873097371)
"189","15049 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9894892298089","40.1190030909544",c(-74.9894892298089, 40.1190030909544)
"190","15145 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9850492527034","40.1212080269892",c(-74.9850492527034, 40.1212080269892)
"191","15135 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9854633744719","40.1209227270934",c(-74.9854633744719, 40.1209227270934)
"192","2681 IRIS LN",0.02,0.03,0.04,0.07,0.1,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Byberry","-74.9853852064875","40.1218513552153",c(-74.9853852064875, 40.1218513552153)
"193","15129 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9856969807258","40.1207617856197",c(-74.9856969807258, 40.1207617856197)
"194","15124 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.987444577773","40.1217609407731",c(-74.987444577773, 40.1217609407731)
"195","15050 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9899813725636","40.1194328694393",c(-74.9899813725636, 40.1194328694393)
"196","2676 FOXGLOVE LN",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9868495815218","40.1212662094587",c(-74.9868495815218, 40.1212662094587)
"197","15104 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9887764678127","40.1206304744006",c(-74.9887764678127, 40.1206304744006)
"198","15121 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9860261480056","40.1205350057356",c(-74.9860261480056, 40.1205350057356)
"199","15100 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9890508634231","40.1204006643391",c(-74.9890508634231, 40.1204006643391)
"200","15130 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9870445272803","40.1220998368406",c(-74.9870445272803, 40.1220998368406)
"201","15120 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9877109647869","40.1215348474291",c(-74.9877109647869, 40.1215348474291)
"202","15043 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9895640405423","40.1189287695349",c(-74.9895640405423, 40.1189287695349)
"203","15060 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9896679285381","40.1197452358377",c(-74.9896679285381, 40.1197452358377)
"204","15052 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Byberry","-74.9887786630066","40.1188273077591",c(-74.9887786630066, 40.1188273077591)
"205","15110 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.19,0.27,0.36,0.46,0.56,0.19,0.27,0.36,0.46,0.56,"Byberry","-74.9883769222399","40.1209696103973",c(-74.9883769222399, 40.1209696103973)
"206","15058 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9897288769445","40.1196844984624",c(-74.9897288769445, 40.1196844984624)
"207","15047 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9896899694303","40.1191222645153",c(-74.9896899694303, 40.1191222645153)
"208","15037 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9899979818865","40.118818638712",c(-74.9899979818865, 40.118818638712)
"209","15031 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.99015494242","40.1186626889147",c(-74.99015494242, 40.1186626889147)
"210","13069 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"211","2675 HONEYSUCKLE LN",0.02,0.03,0.04,0.07,0.1,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Byberry","-74.9871234276179","40.1210504814159",c(-74.9871234276179, 40.1210504814159)
"212","15118 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.987844156455","40.1214218004962",c(-74.987844156455, 40.1214218004962)
"213","15003 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.48,0.58,0.2,0.28,0.37,0.48,0.58,"Byberry","-74.9912274651085","40.1176376137296",c(-74.9912274651085, 40.1176376137296)
"214","15153 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9847228329841","40.1214321445736",c(-74.9847228329841, 40.1214321445736)
"215","15112 DAHLIA DR",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9882437334844","40.1210826588791",c(-74.9882437334844, 40.1210826588791)
"216","15151 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9848262612563","40.1213616517141",c(-74.9848262612563, 40.1213616517141)
"217","15141 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9852085327626","40.1210982972488",c(-74.9852085327626, 40.1210982972488)
"218","15149 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9849005922296","40.1213104438301",c(-74.9849005922296, 40.1213104438301)
"219","15147 SUNFLOWER DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9849749230905","40.121259235898",c(-74.9849749230905, 40.121259235898)
"220","13002 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
"221","15068 DAHLIA DR",0.02,0.03,0.05,0.07,0.11,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Byberry","-74.9893893044787","40.1200229012306",c(-74.9893893044787, 40.1200229012306)
"222","2673 IRIS LN",0.02,0.03,0.05,0.08,0.12,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.9859259951946","40.1223194362732",c(-74.9859259951946, 40.1223194362732)
"223","2676 IRIS LN",0.02,0.03,0.05,0.08,0.11,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Byberry","-74.98611112533","40.1217819977609",c(-74.98611112533, 40.1217819977609)
"224","13066 TOWNSEND RD",0.03,0.04,0.06,0.09,0.14,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Byberry","-74.9775305511484","40.1085863794751",c(-74.9775305511484, 40.1085863794751)
