"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"3934","3220 MORNING GLORY RD",0.03,0.04,0.07,0.1,0.15,0.17,0.23,0.32,0.41,0.52,0.17,0.23,0.32,0.41,0.52,"Parkwood Manor","-74.9796487979627","40.0988041283962",c(-74.9796487979627, 40.0988041283962)
"3935","11713 COLMAN PL",0.02,0.04,0.06,0.09,0.14,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9870888741807","40.0943779118605",c(-74.9870888741807, 40.0943779118605)
"3936","12528 CALPINE RD",0.01,0.02,0.03,0.05,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9728718520137","40.098313633099",c(-74.9728718520137, 40.098313633099)
"3937","12706 KENNY RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.969828225641","40.0999489913007",c(-74.969828225641, 40.0999489913007)
"3938","12413 TYRONE RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9751227467432","40.0972278978919",c(-74.9751227467432, 40.0972278978919)
"3939","3328 MORNING GLORY RD",0.02,0.03,0.05,0.07,0.11,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.978543709957","40.0967440889935",c(-74.978543709957, 40.0967440889935)
"3940","3420 LAMAR PL",0.01,0.02,0.03,0.04,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9694367562168","40.0983540309863",c(-74.9694367562168, 40.0983540309863)
"3941","12866 MCCARTHY CIR",0.02,0.03,0.04,0.07,0.1,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9607105099005","40.0957786007581",c(-74.9607105099005, 40.0957786007581)
"3942","12520 FEDOR PL",0.02,0.03,0.05,0.07,0.11,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9785780757166","40.104524038166",c(-74.9785780757166, 40.104524038166)
"3943","12861 MCCARTHY CIR",0.02,0.03,0.04,0.07,0.1,0.17,0.23,0.32,0.41,0.52,0.17,0.23,0.32,0.41,0.52,"Parkwood Manor","-74.9609076837819","40.0951965823735",c(-74.9609076837819, 40.0951965823735)
"3944","3767 GENESEE DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9680342346851","40.0920535292493",c(-74.9680342346851, 40.0920535292493)
"3945","12522 MEDFORD PL",0.02,0.03,0.04,0.06,0.09,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.975037459628","40.0998686273951",c(-74.975037459628, 40.0998686273951)
"3946","11817 COLMAN TER",0.03,0.04,0.07,0.1,0.15,0.24,0.32,0.42,0.53,0.63,0.24,0.32,0.42,0.53,0.63,"Parkwood Manor","-74.9860553314072","40.0950993450751",c(-74.9860553314072, 40.0950993450751)
"3947","12652 FRIAR PL",0.01,0.02,0.03,0.04,0.06,0.22,0.3,0.4,0.5,0.6,0.22,0.3,0.4,0.5,0.6,"Parkwood Manor","-74.965372504638","40.0963196957878",c(-74.965372504638, 40.0963196957878)
"3948","12634 MEDFORD RD",0.02,0.03,0.04,0.06,0.09,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9705132189395","40.1010734542218",c(-74.9705132189395, 40.1010734542218)
"3949","3734 WESTHAMPTON DR",0.01,0.02,0.03,0.05,0.07,0.22,0.29,0.39,0.49,0.6,0.22,0.29,0.39,0.49,0.6,"Parkwood Manor","-74.9656256972897","40.094177034009",c(-74.9656256972897, 40.094177034009)
"3950","3626 GRAYTON PL",0.01,0.02,0.03,0.04,0.06,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Parkwood Manor","-74.9664199155107","40.0954184227512",c(-74.9664199155107, 40.0954184227512)
"3951","2928 SECANE DR",0.02,0.03,0.05,0.08,0.12,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Parkwood Manor","-74.9784182266433","40.1002929540699",c(-74.9784182266433, 40.1002929540699)
"3952","12006 TYRONE RD",0.03,0.04,0.06,0.09,0.14,0.18,0.26,0.34,0.44,0.55,0.18,0.26,0.34,0.44,0.55,"Parkwood Manor","-74.9802980595726","40.0948769393215",c(-74.9802980595726, 40.0948769393215)
"3953","12444 WYNDOM RD",0.02,0.03,0.04,0.06,0.09,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9759197038118","40.1042014801732",c(-74.9759197038118, 40.1042014801732)
"3954","12853 MCCARTHY CIR",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9613266131556","40.0957382569903",c(-74.9613266131556, 40.0957382569903)
"3955","3212 ANCONA RD",0.01,0.02,0.04,0.05,0.08,0.17,0.23,0.32,0.41,0.52,0.17,0.23,0.32,0.41,0.52,"Parkwood Manor","-74.9759506339721","40.0986750411319",c(-74.9759506339721, 40.0986750411319)
"3956","12760 MINDEN RD",0.02,0.02,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.968122964321","40.1012266941847",c(-74.968122964321, 40.1012266941847)
"3957","11737 CORRY PL",0.02,0.03,0.05,0.08,0.12,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9837420240676","40.0923171161707",c(-74.9837420240676, 40.0923171161707)
"3958","12731 KENNY RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.968207432464","40.0999376196556",c(-74.968207432464, 40.0999376196556)
"3959","11849 BRANDON RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9833064194576","40.0921574580429",c(-74.9833064194576, 40.0921574580429)
"3960","3747 WESTHAMPTON DR",0.01,0.02,0.03,0.05,0.08,0.22,0.29,0.39,0.49,0.6,0.22,0.29,0.39,0.49,0.6,"Parkwood Manor","-74.9645965075264","40.0936449861494",c(-74.9645965075264, 40.0936449861494)
"3961","3773 GENESEE DR",0.02,0.03,0.04,0.06,0.1,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9679075979027","40.0919446992015",c(-74.9679075979027, 40.0919446992015)
"3962","12723 HOLLINS RD",0.01,0.02,0.03,0.05,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9647871012938","40.0999554976201",c(-74.9647871012938, 40.0999554976201)
"3963","12419 BALSTON RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9764191322897","40.0984690960967",c(-74.9764191322897, 40.0984690960967)
"3964","3571 TETON RD",0.01,0.02,0.03,0.04,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9633672766284","40.0986918744116",c(-74.9633672766284, 40.0986918744116)
"3965","3522 VINTON RD",0.01,0.02,0.03,0.04,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9631471550457","40.0989852772831",c(-74.9631471550457, 40.0989852772831)
"3966","3317 FAIRDALE RD",0.02,0.03,0.05,0.08,0.12,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9789336539896","40.0965956467905",c(-74.9789336539896, 40.0965956467905)
"3967","12521 BISCAYNE DR",0.02,0.03,0.05,0.08,0.12,0.16,0.22,0.31,0.4,0.5,0.16,0.22,0.31,0.4,0.5,"Parkwood Manor","-74.9678224123706","40.0909060022153",c(-74.9678224123706, 40.0909060022153)
"3968","11802 COLMAN RD",0.02,0.04,0.06,0.09,0.13,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9854022881545","40.0957905453657",c(-74.9854022881545, 40.0957905453657)
"3969","12206 ASTER RD",0.02,0.04,0.06,0.09,0.13,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9816436226095","40.0991772590084",c(-74.9816436226095, 40.0991772590084)
"3970","12725 CABELL RD",0.01,0.02,0.03,0.04,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9691391239608","40.0985201822337",c(-74.9691391239608, 40.0985201822337)
"3971","12705 CABELL RD",0.02,0.03,0.04,0.07,0.1,0.14,0.2,0.27,0.36,0.46,0.14,0.2,0.27,0.36,0.46,"Parkwood Manor","-74.9698200596502","40.0988059849787",c(-74.9698200596502, 40.0988059849787)
"3972","12524 NANTON DR",0.02,0.03,0.04,0.06,0.1,0.21,0.28,0.37,0.48,0.58,0.21,0.28,0.37,0.48,0.58,"Parkwood Manor","-74.9710009840408","40.0930366952212",c(-74.9710009840408, 40.0930366952212)
"3973","12205 THORNTON RD",0.03,0.04,0.06,0.09,0.14,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9832431630613","40.1012445263277",c(-74.9832431630613, 40.1012445263277)
"3974","3128 BYBERRY RD",0.02,0.04,0.06,0.09,0.13,0.18,0.25,0.34,0.44,0.54,0.18,0.25,0.34,0.44,0.54,"Parkwood Manor","-74.9783454904493","40.0990254281903",c(-74.9783454904493, 40.0990254281903)
"3975","12839 MEDFORD RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9649716289983","40.0982115143138",c(-74.9649716289983, 40.0982115143138)
"3976","12712 KENNY RD",0.01,0.02,0.04,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9697015805068","40.100142074401",c(-74.9697015805068, 40.100142074401)
"3977","3309 FAIRDALE RD",0.02,0.03,0.05,0.08,0.12,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9790118786724","40.0967909276994",c(-74.9790118786724, 40.0967909276994)
"3978","12514 TORREY RD",0.01,0.02,0.02,0.04,0.06,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9707981037466","40.0972906006559",c(-74.9707981037466, 40.0972906006559)
"3979","11844 BASILE RD",0.03,0.04,0.07,0.1,0.15,0.18,0.25,0.33,0.43,0.53,0.18,0.25,0.33,0.43,0.53,"Parkwood Manor","-74.9825582829743","40.0941519533034",c(-74.9825582829743, 40.0941519533034)
"3980","12601 DUNKS FERRY RD",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9740366330875","40.1009578742251",c(-74.9740366330875, 40.1009578742251)
"3981","3721 NANTON PL",0.02,0.02,0.04,0.06,0.09,0.3,0.39,0.49,0.6,0.69,0.3,0.39,0.49,0.6,0.69,"Parkwood Manor","-74.9687099305311","40.091638745936",c(-74.9687099305311, 40.091638745936)
"3982","11851 BRANDON RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.983240120065","40.0920426963811",c(-74.983240120065, 40.0920426963811)
"3983","3638 ACADEMY RD",0.01,0.02,0.03,0.05,0.07,0.21,0.29,0.39,0.49,0.59,0.21,0.29,0.39,0.49,0.59,"Parkwood Manor","-74.9688370403632","40.0944619158147",c(-74.9688370403632, 40.0944619158147)
"3984","3226 LESTER RD",0.02,0.02,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9677959858399","40.1016974402816",c(-74.9677959858399, 40.1016974402816)
"3985","12220 RAMBLER RD",0.03,0.04,0.07,0.1,0.15,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9805384151663","40.0987277014191",c(-74.9805384151663, 40.0987277014191)
"3986","12204 MEDFORD RD",0.02,0.04,0.06,0.09,0.13,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9794740806411","40.0976665460722",c(-74.9794740806411, 40.0976665460722)
"3987","3618 BANDON DR",0.01,0.02,0.03,0.05,0.08,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9666631480858","40.0941114237196",c(-74.9666631480858, 40.0941114237196)
"3988","12400 BARBARY RD",0.03,0.05,0.08,0.11,0.17,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Parkwood Manor","-74.9776997946758","40.1007258921361",c(-74.9776997946758, 40.1007258921361)
"3989","12813 DUNKS FERRY RD",0.02,0.03,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9669614453971","40.1025834381047",c(-74.9669614453971, 40.1025834381047)
"3990","12540 NANTON DR",0.02,0.02,0.04,0.06,0.09,0.21,0.28,0.37,0.48,0.58,0.21,0.28,0.37,0.48,0.58,"Parkwood Manor","-74.9707974208457","40.093495624089",c(-74.9707974208457, 40.093495624089)
"3991","12831 CLIFFE DR",0.01,0.02,0.03,0.04,0.07,0.27,0.37,0.47,0.57,0.67,0.27,0.37,0.47,0.57,0.67,"Parkwood Manor","-74.9618219555187","40.0956375429229",c(-74.9618219555187, 40.0956375429229)
"3992","11821 BASILE RD",0.03,0.04,0.06,0.1,0.14,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9834488897278","40.0942021569318",c(-74.9834488897278, 40.0942021569318)
"3993","12307 DUNKS FERRY RD",0.03,0.04,0.06,0.09,0.14,0.14,0.2,0.27,0.36,0.46,0.14,0.2,0.27,0.36,0.46,"Parkwood Manor","-74.9773310742818","40.0993698111434",c(-74.9773310742818, 40.0993698111434)
"3994","12138 MEDFORD RD",0.02,0.04,0.06,0.09,0.13,0.17,0.23,0.32,0.41,0.52,0.17,0.23,0.32,0.41,0.52,"Parkwood Manor","-74.9801475100142","40.097131353431",c(-74.9801475100142, 40.097131353431)
"3995","3203 BELGREEN RD",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9737909777323","40.1007844406121",c(-74.9737909777323, 40.1007844406121)
"3996","12805 ELNORA RD",0.02,0.03,0.04,0.06,0.1,0.14,0.2,0.27,0.36,0.46,0.14,0.2,0.27,0.36,0.46,"Parkwood Manor","-74.9675018932969","40.0986921513527",c(-74.9675018932969, 40.0986921513527)
"3997","3316 FAIRDALE RD",0.02,0.03,0.05,0.08,0.12,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9795175554401","40.0964557030177",c(-74.9795175554401, 40.0964557030177)
"3998","3337 LESTER RD",0.02,0.03,0.05,0.07,0.11,0.14,0.19,0.27,0.36,0.46,0.14,0.19,0.27,0.36,0.46,"Parkwood Manor","-74.9675710534658","40.0994254204091",c(-74.9675710534658, 40.0994254204091)
"3999","12126 BARBARY RD",0.02,0.04,0.06,0.09,0.13,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9830030675677","40.0984257675402",c(-74.9830030675677, 40.0984257675402)
"4000","3431 VINTON RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9652222019032","40.0979767307355",c(-74.9652222019032, 40.0979767307355)
"4001","12622 FRIAR PL",0.01,0.02,0.02,0.04,0.06,0.22,0.3,0.39,0.49,0.6,0.22,0.3,0.39,0.49,0.6,"Parkwood Manor","-74.9662583591564","40.0958824587953",c(-74.9662583591564, 40.0958824587953)
"4002","12434 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9804297391456","40.1028016466362",c(-74.9804297391456, 40.1028016466362)
"4003","12713 VERDA DR",0.01,0.02,0.04,0.06,0.09,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9639838938876","40.0931762388966",c(-74.9639838938876, 40.0931762388966)
"4004","11716 LANETT RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9853664619338","40.0933585468411",c(-74.9853664619338, 40.0933585468411)
"4005","12533 CHILTON RD",0.02,0.03,0.05,0.07,0.11,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.974486760819","40.1027177109061",c(-74.974486760819, 40.1027177109061)
"4006","12615 RAMER RD",0.01,0.02,0.03,0.05,0.07,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9704817038945","40.0985684548191",c(-74.9704817038945, 40.0985684548191)
"4007","3610 GENESEE DR",0.03,0.04,0.07,0.1,0.16,0.16,0.22,0.3,0.4,0.5,0.16,0.22,0.3,0.4,0.5,"Parkwood Manor","-74.9722319767977","40.0924635575977",c(-74.9722319767977, 40.0924635575977)
"4008","3013 BYBERRY RD",0.02,0.03,0.05,0.08,0.12,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9803840624954","40.1015717648208",c(-74.9803840624954, 40.1015717648208)
"4009","3644 GENESEE DR",0.02,0.03,0.04,0.06,0.1,0.21,0.28,0.38,0.48,0.58,0.21,0.28,0.38,0.48,0.58,"Parkwood Manor","-74.9710470905329","40.0919499248867",c(-74.9710470905329, 40.0919499248867)
"4010","3229 BYBERRY RD",0.02,0.02,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9774297940431","40.0983595374981",c(-74.9774297940431, 40.0983595374981)
"4011","11711 BRANDON RD",0.03,0.04,0.07,0.1,0.15,0.18,0.25,0.33,0.43,0.54,0.18,0.25,0.33,0.43,0.54,"Parkwood Manor","-74.9866399285419","40.0928110216645",c(-74.9866399285419, 40.0928110216645)
"4012","12448 BARBARY PL",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9796632012661","40.1013558701829",c(-74.9796632012661, 40.1013558701829)
"4013","3724 ACADEMY RD",0.02,0.03,0.04,0.06,0.1,0.21,0.28,0.38,0.48,0.58,0.21,0.28,0.38,0.48,0.58,"Parkwood Manor","-74.966836976542","40.0925576442037",c(-74.966836976542, 40.0925576442037)
"4014","3009 SECANE PL",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9783710452101","40.102006869149",c(-74.9783710452101, 40.102006869149)
"4015","12212 MEDFORD RD",0.02,0.04,0.06,0.09,0.13,0.22,0.3,0.39,0.5,0.6,0.22,0.3,0.39,0.5,0.6,"Parkwood Manor","-74.9792777971508","40.0978308844537",c(-74.9792777971508, 40.0978308844537)
"4016","12619 RICHTON RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9718393031017","40.0994817629596",c(-74.9718393031017, 40.0994817629596)
"4017","12418 BARBARY RD",0.02,0.03,0.05,0.07,0.11,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9781384521656","40.10120320282",c(-74.9781384521656, 40.10120320282)
"4018","3227 BIRCH RD",0.03,0.04,0.06,0.09,0.14,0.15,0.22,0.3,0.39,0.49,0.15,0.22,0.3,0.39,0.49,"Parkwood Manor","-74.9821456824804","40.0971266614968",c(-74.9821456824804, 40.0971266614968)
"4019","3207 LESTER PL",0.02,0.03,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9671262027713","40.1022900972345",c(-74.9671262027713, 40.1022900972345)
"4020","12860 MEDFORD RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9643598151174","40.0984794451369",c(-74.9643598151174, 40.0984794451369)
"4021","3741 VADER DR",0.01,0.02,0.04,0.06,0.09,0.21,0.29,0.38,0.48,0.59,0.21,0.29,0.38,0.48,0.59,"Parkwood Manor","-74.9690557224381","40.0935457297372",c(-74.9690557224381, 40.0935457297372)
"4022","12209 BARBARY RD",0.03,0.04,0.06,0.09,0.14,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.981037719723","40.0997711182575",c(-74.981037719723, 40.0997711182575)
"4023","12725 KENNY RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9684484636596","40.0999600117432",c(-74.9684484636596, 40.0999600117432)
"4024","12738 KENNY RD",0.01,0.02,0.04,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9687149934618","40.1004106206897",c(-74.9687149934618, 40.1004106206897)
"4025","12807 MEDFORD RD",0.01,0.02,0.03,0.05,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9660456982287","40.1000305668647",c(-74.9660456982287, 40.1000305668647)
"4026","12701 VERDA DR",0.02,0.02,0.04,0.06,0.09,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9644292899634","40.0929921743954",c(-74.9644292899634, 40.0929921743954)
"4027","12795 DUNKS FERRY RD",0.02,0.03,0.04,0.06,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9685241853849","40.102365250305",c(-74.9685241853849, 40.102365250305)
"4028","3743 WESTHAMPTON DR",0.01,0.02,0.03,0.05,0.08,0.22,0.29,0.39,0.49,0.6,0.22,0.29,0.39,0.49,0.6,"Parkwood Manor","-74.9646661403731","40.0937362896143",c(-74.9646661403731, 40.0937362896143)
"4029","3101 DERRY RD",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9863532071094","40.0931092743846",c(-74.9863532071094, 40.0931092743846)
"4030","12700 VERDA DR",0.01,0.02,0.04,0.05,0.08,0.2,0.28,0.37,0.47,0.57,0.2,0.28,0.37,0.47,0.57,"Parkwood Manor","-74.9643623153813","40.0934329437927",c(-74.9643623153813, 40.0934329437927)
"4031","12406 TYRONE RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9755851434861","40.0975170933161",c(-74.9755851434861, 40.0975170933161)
"4032","11822 BASILE RD",0.03,0.04,0.07,0.1,0.15,0.18,0.25,0.33,0.43,0.53,0.18,0.25,0.33,0.43,0.53,"Parkwood Manor","-74.9832801823427","40.0946776530829",c(-74.9832801823427, 40.0946776530829)
"4033","3700 BELLAIRE RD",0.02,0.03,0.05,0.07,0.11,0.16,0.22,0.3,0.4,0.5,0.16,0.22,0.3,0.4,0.5,"Parkwood Manor","-74.9695701281966","40.0941005037981",c(-74.9695701281966, 40.0941005037981)
"4034","3362 MORNING GLORY RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9781897070534","40.0958547201019",c(-74.9781897070534, 40.0958547201019)
"4035","12837 CLIFFE DR",0.01,0.02,0.03,0.04,0.07,0.27,0.36,0.46,0.57,0.67,0.27,0.36,0.46,0.57,0.67,"Parkwood Manor","-74.96240178651","40.095946804067",c(-74.96240178651, 40.095946804067)
"4036","12822 CLIFFE DR",0.01,0.02,0.03,0.04,0.07,0.27,0.36,0.46,0.57,0.67,0.27,0.36,0.46,0.57,0.67,"Parkwood Manor","-74.9619674872798","40.0953328443742",c(-74.9619674872798, 40.0953328443742)
"4037","12815 CLIFFE DR",0.01,0.02,0.03,0.05,0.07,0.28,0.37,0.47,0.57,0.67,0.28,0.37,0.47,0.57,0.67,"Parkwood Manor","-74.9611861657098","40.0946511033369",c(-74.9611861657098, 40.0946511033369)
"4038","12546 CHILTON RD",0.02,0.02,0.04,0.06,0.09,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9756222269874","40.1036892052921",c(-74.9756222269874, 40.1036892052921)
"4039","11762 BRANDON RD",0.02,0.04,0.06,0.09,0.14,0.24,0.32,0.42,0.52,0.63,0.24,0.32,0.42,0.52,0.63,"Parkwood Manor","-74.9854270386331","40.0942409686393",c(-74.9854270386331, 40.0942409686393)
"4040","12535 MEDFORD RD",0.01,0.02,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9733809998691","40.0995166266798",c(-74.9733809998691, 40.0995166266798)
"4041","12538 DEERRUN RD",0.01,0.02,0.03,0.05,0.08,0.21,0.28,0.38,0.48,0.58,0.21,0.28,0.38,0.48,0.58,"Parkwood Manor","-74.9714858919236","40.0942633242086",c(-74.9714858919236, 40.0942633242086)
"4042","12202 MEDFORD RD",0.02,0.04,0.06,0.09,0.13,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9795210002273","40.0976247472966",c(-74.9795210002273, 40.0976247472966)
"4043","12114 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9849443979693","40.099272316545",c(-74.9849443979693, 40.099272316545)
"4044","12214 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9838353666731","40.1002387578459",c(-74.9838353666731, 40.1002387578459)
"4045","12302 RAMBLER RD",0.02,0.03,0.05,0.08,0.12,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9777746029365","40.1004644004684",c(-74.9777746029365, 40.1004644004684)
