"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"791","12413 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.19,0.26,0.34,0.44,0.55,0.19,0.26,0.34,0.44,0.55,"Parkwood Manor","-74.9794080526216","40.102535631395",c(-74.9794080526216, 40.102535631395)
"792","3719 GENESEE DR",0.02,0.03,0.04,0.07,0.1,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9695776824154","40.0925868620591",c(-74.9695776824154, 40.0925868620591)
"793","3311 GURLEY RD",0.01,0.02,0.03,0.05,0.07,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9664230448663","40.1000109259202",c(-74.9664230448663, 40.1000109259202)
"794","12220 ASTER RD",0.02,0.04,0.06,0.09,0.13,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9818692794138","40.0995649163582",c(-74.9818692794138, 40.0995649163582)
"795","11754 ACADEMY PL",0.03,0.05,0.07,0.11,0.16,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Parkwood Manor","-74.9830771012392","40.0915125746739",c(-74.9830771012392, 40.0915125746739)
"796","12844 MEDFORD RD",0.01,0.02,0.03,0.04,0.06,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9644584345934","40.0990087548847",c(-74.9644584345934, 40.0990087548847)
"797","3203 FAIRDALE RD",0.04,0.06,0.09,0.14,0.21,0.13,0.19,0.27,0.35,0.45,0.13,0.19,0.27,0.35,0.45,"Parkwood Manor","-74.9801033746325","40.0980379549391",c(-74.9801033746325, 40.0980379549391)
"798","12520 DEERRUN RD",0.01,0.02,0.03,0.05,0.08,0.21,0.28,0.38,0.48,0.58,0.21,0.28,0.38,0.48,0.58,"Parkwood Manor","-74.9721140205291","40.0939113110802",c(-74.9721140205291, 40.0939113110802)
"799","3704 BELLAIRE RD",0.02,0.03,0.05,0.08,0.11,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9694578383377","40.0940098818763",c(-74.9694578383377, 40.0940098818763)
"800","12566 NANTON DR",0.01,0.02,0.03,0.05,0.08,0.2,0.28,0.37,0.47,0.58,0.2,0.28,0.37,0.47,0.58,"Parkwood Manor","-74.9700729313597","40.0942509203787",c(-74.9700729313597, 40.0942509203787)
"801","3056 SECANE PL",0.02,0.03,0.05,0.07,0.11,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9792395193152","40.1035443747406",c(-74.9792395193152, 40.1035443747406)
"802","3618 GRAYTON PL",0.01,0.02,0.03,0.04,0.06,0.16,0.23,0.31,0.4,0.51,0.16,0.23,0.31,0.4,0.51,"Parkwood Manor","-74.9665600585289","40.0951224315269",c(-74.9665600585289, 40.0951224315269)
"803","12810 GALDI LN",0.01,0.02,0.03,0.04,0.06,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9639019067371","40.0957522658711",c(-74.9639019067371, 40.0957522658711)
"804","3241 LESTER RD",0.02,0.03,0.05,0.08,0.12,0.14,0.19,0.27,0.36,0.46,0.14,0.19,0.27,0.36,0.46,"Parkwood Manor","-74.9671832184956","40.1012899736369",c(-74.9671832184956, 40.1012899736369)
"805","3211 ATMORE RD",0.02,0.02,0.04,0.06,0.09,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9696129077302","40.1012501685527",c(-74.9696129077302, 40.1012501685527)
"806","3737 WESTHAMPTON DR",0.01,0.02,0.03,0.05,0.08,0.22,0.3,0.4,0.5,0.6,0.22,0.3,0.4,0.5,0.6,"Parkwood Manor","-74.9647764930326","40.0938751065581",c(-74.9647764930326, 40.0938751065581)
"807","12606 KNIGHTS RD",0.03,0.04,0.06,0.09,0.14,0.17,0.23,0.31,0.41,0.51,0.17,0.23,0.31,0.41,0.51,"Parkwood Manor","-74.9654459664653","40.0920972026401",c(-74.9654459664653, 40.0920972026401)
"808","3708 BELLAIRE RD",0.01,0.02,0.03,0.05,0.08,0.27,0.36,0.46,0.57,0.67,0.27,0.36,0.46,0.57,0.67,"Parkwood Manor","-74.9693723867892","40.0939362887264",c(-74.9693723867892, 40.0939362887264)
"809","3609 NANTON PL",0.02,0.03,0.05,0.08,0.12,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9700107119651","40.0910912316425",c(-74.9700107119651, 40.0910912316425)
"810","3115 DERRY RD",0.02,0.03,0.04,0.07,0.1,0.24,0.33,0.42,0.53,0.63,0.24,0.33,0.42,0.53,0.63,"Parkwood Manor","-74.9857373148378","40.0926068155729",c(-74.9857373148378, 40.0926068155729)
"811","3719 NANTON PL",0.02,0.02,0.04,0.06,0.09,0.3,0.39,0.49,0.6,0.69,0.3,0.39,0.49,0.6,0.69,"Parkwood Manor","-74.9687569463174","40.0916806146733",c(-74.9687569463174, 40.0916806146733)
"812","3608 GENESEE PL",0.03,0.04,0.06,0.1,0.15,0.22,0.3,0.39,0.49,0.6,0.22,0.3,0.39,0.49,0.6,"Parkwood Manor","-74.9724831609674","40.0928709405202",c(-74.9724831609674, 40.0928709405202)
"813","3035 DERRY PL",0.03,0.05,0.08,0.12,0.17,0.14,0.2,0.28,0.37,0.47,0.14,0.2,0.28,0.37,0.47,"Parkwood Manor","-74.9868314607257","40.0936704919674",c(-74.9868314607257, 40.0936704919674)
"814","3560 TETON RD",0.02,0.03,0.04,0.06,0.1,0.14,0.2,0.28,0.37,0.47,0.14,0.2,0.28,0.37,0.47,"Parkwood Manor","-74.9640396363871","40.0988334504973",c(-74.9640396363871, 40.0988334504973)
"815","3306 DANLEY RD",0.02,0.02,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.97109856627","40.100304941811",c(-74.97109856627, 40.100304941811)
"816","3702 WESTHAMPTON DR",0.02,0.03,0.04,0.06,0.1,0.18,0.25,0.33,0.43,0.53,0.18,0.25,0.33,0.43,0.53,"Parkwood Manor","-74.9649645609979","40.0950524324295",c(-74.9649645609979, 40.0950524324295)
"817","3549 TETON RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9636336325049","40.0993853976223",c(-74.9636336325049, 40.0993853976223)
"818","12007 TYRONE RD",0.03,0.04,0.06,0.09,0.14,0.18,0.26,0.34,0.44,0.55,0.18,0.26,0.34,0.44,0.55,"Parkwood Manor","-74.9798402520158","40.0946218130543",c(-74.9798402520158, 40.0946218130543)
"819","12799 DUNKS FERRY RD",0.02,0.03,0.04,0.06,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9682929377328","40.1022729947047",c(-74.9682929377328, 40.1022729947047)
"820","3557 TETON RD",0.01,0.02,0.03,0.04,0.07,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9635733695706","40.0991663576707",c(-74.9635733695706, 40.0991663576707)
"821","12705 DUNKS FERRY PL",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9713118910481","40.1018890917705",c(-74.9713118910481, 40.1018890917705)
"822","12402 WYNDOM RD",0.04,0.07,0.1,0.15,0.22,0.28,0.37,0.47,0.58,0.68,0.28,0.37,0.47,0.58,0.68,"Parkwood Manor","-74.9769280607856","40.1031499531234",c(-74.9769280607856, 40.1031499531234)
"823","3603 BELLAIRE PL",0.01,0.02,0.03,0.04,0.07,0.27,0.36,0.47,0.57,0.67,0.27,0.36,0.47,0.57,0.67,"Parkwood Manor","-74.970748615136","40.0948385430699",c(-74.970748615136, 40.0948385430699)
"824","3762 GENESEE DR",0.02,0.02,0.04,0.06,0.09,0.28,0.37,0.47,0.58,0.68,0.28,0.37,0.47,0.58,0.68,"Parkwood Manor","-74.9681630577829","40.0914990495172",c(-74.9681630577829, 40.0914990495172)
"825","3705 VADER DR",0.02,0.02,0.04,0.06,0.09,0.21,0.29,0.38,0.48,0.59,0.21,0.29,0.38,0.48,0.59,"Parkwood Manor","-74.9702387110616","40.0932068625218",c(-74.9702387110616, 40.0932068625218)
"826","3212 FAIRDALE RD",0.02,0.04,0.06,0.09,0.14,0.17,0.23,0.32,0.42,0.52,0.17,0.23,0.32,0.42,0.52,"Parkwood Manor","-74.9801221804654","40.0974616835263",c(-74.9801221804654, 40.0974616835263)
"827","12022 TYRONE RD",0.03,0.04,0.06,0.1,0.15,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9797521833584","40.0952713454918",c(-74.9797521833584, 40.0952713454918)
"828","12544 DEERRUN RD",0.01,0.02,0.03,0.05,0.08,0.27,0.36,0.47,0.57,0.67,0.27,0.36,0.47,0.57,0.67,"Parkwood Manor","-74.9710991845483","40.0942767949917",c(-74.9710991845483, 40.0942767949917)
"829","3603 GENESEE PL",0.02,0.03,0.04,0.06,0.1,0.28,0.37,0.47,0.58,0.68,0.28,0.37,0.47,0.58,0.68,"Parkwood Manor","-74.9730511046533","40.0932037024901",c(-74.9730511046533, 40.0932037024901)
"830","3154 DERRY RD",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9847375963295","40.0916166288356",c(-74.9847375963295, 40.0916166288356)
"831","3010 DERRY TER",0.02,0.04,0.06,0.09,0.13,0.24,0.33,0.43,0.53,0.63,0.24,0.33,0.43,0.53,0.63,"Parkwood Manor","-74.988533433942","40.0943365565943",c(-74.988533433942, 40.0943365565943)
"832","3564 TETON RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.964008888639","40.0987264959248",c(-74.964008888639, 40.0987264959248)
"833","12907 MEDFORD RD",0.01,0.02,0.03,0.04,0.06,0.21,0.28,0.38,0.48,0.58,0.21,0.28,0.38,0.48,0.58,"Parkwood Manor","-74.9649609813603","40.0961487858231",c(-74.9649609813603, 40.0961487858231)
"834","3323 GURLEY RD",0.01,0.02,0.03,0.05,0.07,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9663328434867","40.0997243302533",c(-74.9663328434867, 40.0997243302533)
"835","12403 RAMBLER RD",0.03,0.05,0.07,0.11,0.16,0.14,0.2,0.27,0.36,0.46,0.14,0.2,0.27,0.36,0.46,"Parkwood Manor","-74.9759457524385","40.1009627543847",c(-74.9759457524385, 40.1009627543847)
"836","12748 HOLLINS RD",0.01,0.02,0.03,0.05,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9639504491652","40.100661120196",c(-74.9639504491652, 40.100661120196)
"837","3336 GURLEY RD",0.02,0.03,0.04,0.07,0.1,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Parkwood Manor","-74.966834586764","40.0993774826473",c(-74.966834586764, 40.0993774826473)
"838","12530 FEDOR PL",0.02,0.03,0.05,0.07,0.11,0.24,0.32,0.42,0.53,0.63,0.24,0.32,0.42,0.53,0.63,"Parkwood Manor","-74.9784840539777","40.1041541820699",c(-74.9784840539777, 40.1041541820699)
"839","11728 BRANDON PL",0.02,0.03,0.05,0.08,0.12,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.986289960911","40.0937315488836",c(-74.986289960911, 40.0937315488836)
"840","12636 MEDFORD RD",0.02,0.04,0.06,0.09,0.13,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Parkwood Manor","-74.9704201534418","40.1010886758482",c(-74.9704201534418, 40.1010886758482)
"841","12158 RAMBLER RD",0.03,0.04,0.07,0.1,0.16,0.22,0.3,0.4,0.5,0.61,0.22,0.3,0.4,0.5,0.61,"Parkwood Manor","-74.9807924759368","40.0980035095638",c(-74.9807924759368, 40.0980035095638)
"842","3243 LESTER RD",0.02,0.03,0.05,0.08,0.12,0.14,0.19,0.27,0.36,0.46,0.14,0.19,0.27,0.36,0.46,"Parkwood Manor","-74.9671837260213","40.101234187985",c(-74.9671837260213, 40.101234187985)
"843","12313 DUNKS FERRY RD",0.03,0.04,0.06,0.09,0.14,0.14,0.2,0.28,0.37,0.47,0.14,0.2,0.28,0.37,0.47,"Parkwood Manor","-74.9771518367725","40.0994667509654",c(-74.9771518367725, 40.0994667509654)
"844","3734 BANDON DR",0.02,0.03,0.04,0.06,0.1,0.3,0.39,0.49,0.6,0.69,0.3,0.39,0.49,0.6,0.69,"Parkwood Manor","-74.9683424211942","40.0927175145976",c(-74.9683424211942, 40.0927175145976)
"845","3207 ATMORE RD",0.02,0.03,0.04,0.06,0.09,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9695737345023","40.1013543319068",c(-74.9695737345023, 40.1013543319068)
"846","12238 SWEET BRIAR RD",0.02,0.04,0.06,0.09,0.13,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9827721350432","40.1010300295092",c(-74.9827721350432, 40.1010300295092)
"847","12521 RICHTON RD",0.02,0.03,0.05,0.08,0.11,0.14,0.2,0.27,0.36,0.46,0.14,0.2,0.27,0.36,0.46,"Parkwood Manor","-74.9730837157065","40.0987261795937",c(-74.9730837157065, 40.0987261795937)
"848","2944 SECANE DR",0.02,0.03,0.05,0.08,0.12,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Parkwood Manor","-74.9788426779317","40.1006806156277",c(-74.9788426779317, 40.1006806156277)
"849","12331 DUNKS FERRY RD",0.02,0.03,0.04,0.07,0.1,0.24,0.32,0.42,0.52,0.63,0.24,0.32,0.42,0.52,0.63,"Parkwood Manor","-74.9765450060816","40.0997987480423",c(-74.9765450060816, 40.0997987480423)
"850","12777 DUNKS FERRY RD",0.02,0.03,0.04,0.06,0.1,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9692505543975","40.1022976663365",c(-74.9692505543975, 40.1022976663365)
"851","12735 MEDFORD RD",0.01,0.02,0.04,0.05,0.08,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9682095045563","40.1006526389956",c(-74.9682095045563, 40.1006526389956)
"852","3719 WESTHAMPTON DR",0.01,0.02,0.03,0.05,0.07,0.22,0.3,0.4,0.5,0.61,0.22,0.3,0.4,0.5,0.61,"Parkwood Manor","-74.9649800878838","40.094440392075",c(-74.9649800878838, 40.094440392075)
"853","12506 RAMER RD",0.01,0.02,0.03,0.04,0.07,0.17,0.24,0.32,0.42,0.53,0.17,0.24,0.32,0.42,0.53,"Parkwood Manor","-74.9720962977552","40.0979420654693",c(-74.9720962977552, 40.0979420654693)
"854","3137 HOLLY RD",0.02,0.04,0.05,0.08,0.13,0.17,0.24,0.33,0.43,0.53,0.17,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9826745508346","40.099246807564",c(-74.9826745508346, 40.099246807564)
"855","12307 RAMBLER RD",0.02,0.03,0.05,0.07,0.11,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9771363997087","40.1003443902416",c(-74.9771363997087, 40.1003443902416)
"856","12866 MEDFORD RD",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9643345679271","40.098315285108",c(-74.9643345679271, 40.098315285108)
"857","12720 HOLLINS RD",0.01,0.02,0.03,0.05,0.08,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9651743073292","40.1004031919315",c(-74.9651743073292, 40.1004031919315)
"858","11740 LANETT RD",0.02,0.04,0.05,0.08,0.13,0.24,0.32,0.42,0.52,0.63,0.24,0.32,0.42,0.52,0.63,"Parkwood Manor","-74.984185521703","40.0933300083037",c(-74.984185521703, 40.0933300083037)
"859","3777 GENESEE DR",0.02,0.04,0.06,0.09,0.14,0.17,0.23,0.32,0.41,0.52,0.17,0.23,0.32,0.41,0.52,"Parkwood Manor","-74.9678102117111","40.091860158943",c(-74.9678102117111, 40.091860158943)
"860","11831 COLMAN TER",0.04,0.06,0.09,0.14,0.2,0.2,0.27,0.36,0.46,0.57,0.2,0.27,0.36,0.46,0.57,"Parkwood Manor","-74.9863580882859","40.0946439027907",c(-74.9863580882859, 40.0946439027907)
"861","3645 BELLAIRE PL",0.01,0.02,0.03,0.05,0.07,0.27,0.36,0.47,0.57,0.67,0.27,0.36,0.47,0.57,0.67,"Parkwood Manor","-74.969485878358","40.094616420417",c(-74.969485878358, 40.094616420417)
"862","2952 SECANE DR",0.03,0.05,0.08,0.11,0.17,0.15,0.22,0.3,0.39,0.49,0.15,0.22,0.3,0.39,0.49,"Parkwood Manor","-74.9790599598563","40.1009106143977",c(-74.9790599598563, 40.1009106143977)
"863","3636 CANBY DR",0.01,0.02,0.03,0.05,0.07,0.16,0.22,0.31,0.4,0.5,0.16,0.22,0.31,0.4,0.5,"Parkwood Manor","-74.966712640754","40.0943752881439",c(-74.966712640754, 40.0943752881439)
"864","12626 CHILTON RD",0.02,0.03,0.04,0.07,0.1,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9730605024191","40.1010323008137",c(-74.9730605024191, 40.1010323008137)
"865","3602 GRAYTON PL",0.01,0.02,0.03,0.04,0.06,0.22,0.3,0.39,0.49,0.6,0.22,0.3,0.39,0.49,0.6,"Parkwood Manor","-74.9672304905488","40.0952973646539",c(-74.9672304905488, 40.0952973646539)
"866","3136 HOLLY RD",0.02,0.04,0.05,0.08,0.13,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9831503148713","40.0987864114298",c(-74.9831503148713, 40.0987864114298)
"867","3249 LESTER RD",0.01,0.02,0.04,0.06,0.08,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9671830976111","40.1010678070829",c(-74.9671830976111, 40.1010678070829)
"868","3204 GURLEY RD",0.02,0.02,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9666055834805","40.101678165852",c(-74.9666055834805, 40.101678165852)
"869","3105 BELGREEN TER",0.02,0.03,0.04,0.06,0.1,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9761073253822","40.1029877899391",c(-74.9761073253822, 40.1029877899391)
"870","11803 BASILE RD",0.02,0.04,0.06,0.09,0.14,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9841738783368","40.0943992640679",c(-74.9841738783368, 40.0943992640679)
"871","12146 MEDFORD RD",0.04,0.06,0.08,0.13,0.19,0.14,0.19,0.27,0.36,0.46,0.14,0.19,0.27,0.36,0.46,"Parkwood Manor","-74.9799539729042","40.0972914429568",c(-74.9799539729042, 40.0972914429568)
"872","3325 MORNING GLORY RD",0.02,0.03,0.05,0.07,0.11,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9779977179888","40.0969557768377",c(-74.9779977179888, 40.0969557768377)
"873","3611 CANBY DR",0.01,0.02,0.03,0.04,0.06,0.22,0.31,0.4,0.51,0.61,0.22,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9673890043936","40.0950275040796",c(-74.9673890043936, 40.0950275040796)
"874","11742 COLMAN RD",0.02,0.04,0.06,0.09,0.13,0.24,0.32,0.42,0.52,0.62,0.24,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9866764784096","40.0956570054381",c(-74.9866764784096, 40.0956570054381)
"875","12704 HOLLINS RD",0.01,0.02,0.03,0.05,0.07,0.24,0.32,0.42,0.53,0.63,0.24,0.32,0.42,0.53,0.63,"Parkwood Manor","-74.9658000256037","40.0997507733864",c(-74.9658000256037, 40.0997507733864)
"876","11816 BASILE RD",0.03,0.04,0.07,0.1,0.15,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9834606106002","40.0947688061429",c(-74.9834606106002, 40.0947688061429)
"877","3663 ACADEMY RD",0.01,0.02,0.03,0.05,0.07,0.21,0.29,0.38,0.48,0.59,0.21,0.29,0.38,0.48,0.59,"Parkwood Manor","-74.967667646193","40.0942477872547",c(-74.967667646193, 40.0942477872547)
"878","12235 RAMBLER RD",0.03,0.04,0.06,0.1,0.15,0.18,0.25,0.33,0.43,0.53,0.18,0.25,0.33,0.43,0.53,"Parkwood Manor","-74.9801079435956","40.0999458677025",c(-74.9801079435956, 40.0999458677025)
"879","3148 DERRY RD",0.02,0.03,0.04,0.07,0.1,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Parkwood Manor","-74.9850542461186","40.0914793735407",c(-74.9850542461186, 40.0914793735407)
"880","3376 BYBERRY RD",0.02,0.04,0.06,0.09,0.13,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9765830377273","40.0922571666274",c(-74.9765830377273, 40.0922571666274)
"881","3442 LAMAR PL",0.01,0.02,0.03,0.04,0.07,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9702429643575","40.0983259313186",c(-74.9702429643575, 40.0983259313186)
"882","2924 SECANE DR",0.02,0.03,0.05,0.08,0.12,0.26,0.35,0.45,0.56,0.66,0.26,0.35,0.45,0.56,0.66,"Parkwood Manor","-74.9783273297388","40.1002065893621",c(-74.9783273297388, 40.1002065893621)
"883","12456 KNIGHTS RD",0.02,0.03,0.05,0.08,0.11,0.16,0.22,0.3,0.4,0.5,0.16,0.22,0.3,0.4,0.5,"Parkwood Manor","-74.9688660647139","40.0897430950578",c(-74.9688660647139, 40.0897430950578)
"884","12413 RAMBLER RD",0.03,0.05,0.07,0.11,0.16,0.19,0.26,0.35,0.45,0.55,0.19,0.26,0.35,0.45,0.55,"Parkwood Manor","-74.9756264059995","40.1010917194187",c(-74.9756264059995, 40.1010917194187)
"885","3718 WESTHAMPTON DR",0.01,0.02,0.03,0.04,0.07,0.22,0.31,0.4,0.5,0.61,0.22,0.31,0.4,0.5,0.61,"Parkwood Manor","-74.9653877695656","40.0947311545103",c(-74.9653877695656, 40.0947311545103)
"886","3712 WESTHAMPTON DR",0.01,0.02,0.03,0.04,0.07,0.22,0.3,0.4,0.5,0.61,0.22,0.3,0.4,0.5,0.61,"Parkwood Manor","-74.9652496220313","40.0948797322826",c(-74.9652496220313, 40.0948797322826)
"887","11706 LANETT RD",0.02,0.03,0.05,0.07,0.11,0.23,0.32,0.42,0.52,0.62,0.23,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.985706720439","40.0931107623027",c(-74.985706720439, 40.0931107623027)
"888","12212 SWEET BRIAR RD",0.02,0.03,0.05,0.08,0.12,0.24,0.33,0.42,0.53,0.63,0.24,0.33,0.42,0.53,0.63,"Parkwood Manor","-74.9838836208484","40.1002060109045",c(-74.9838836208484, 40.1002060109045)
"889","3617 GENESEE DR",0.03,0.04,0.07,0.1,0.15,0.23,0.31,0.4,0.51,0.61,0.23,0.31,0.4,0.51,0.61,"Parkwood Manor","-74.9715840774155","40.0926155962066",c(-74.9715840774155, 40.0926155962066)
"890","3132 BIRCH RD",0.02,0.04,0.06,0.08,0.13,0.23,0.32,0.42,0.52,0.62,0.23,0.32,0.42,0.52,0.62,"Parkwood Manor","-74.9845678563593","40.0985447258361",c(-74.9845678563593, 40.0985447258361)
"891","12737 HOLLINS RD",0.01,0.02,0.03,0.05,0.07,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9643075510135","40.1001990078151",c(-74.9643075510135, 40.1001990078151)
"892","12815 DUNKS FERRY RD",0.02,0.03,0.04,0.06,0.09,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9668742263946","40.1024818997785",c(-74.9668742263946, 40.1024818997785)
"893","12430 BALSTON RD",0.01,0.02,0.03,0.05,0.08,0.23,0.31,0.41,0.51,0.61,0.23,0.31,0.41,0.51,0.61,"Parkwood Manor","-74.9770346569598","40.0982905101727",c(-74.9770346569598, 40.0982905101727)
"894","2920 SECANE DR",0.02,0.03,0.05,0.07,0.11,0.19,0.26,0.35,0.45,0.56,0.19,0.26,0.35,0.45,0.56,"Parkwood Manor","-74.9782200666349","40.1001121690982",c(-74.9782200666349, 40.1001121690982)
"895","12630 RAMER RD",0.01,0.02,0.03,0.05,0.08,0.24,0.32,0.42,0.52,0.63,0.24,0.32,0.42,0.52,0.63,"Parkwood Manor","-74.9703893653679","40.0992549345825",c(-74.9703893653679, 40.0992549345825)
"896","12810 CABELL RD",0.01,0.02,0.03,0.04,0.06,0.17,0.24,0.33,0.42,0.53,0.17,0.24,0.33,0.42,0.53,"Parkwood Manor","-74.9675402320344","40.098309375216",c(-74.9675402320344, 40.098309375216)
"897","3707 NANTON PL",0.02,0.02,0.04,0.06,0.09,0.3,0.39,0.49,0.6,0.69,0.3,0.39,0.49,0.6,0.69,"Parkwood Manor","-74.9693018024015","40.0916081616824",c(-74.9693018024015, 40.0916081616824)
"898","3221 MORNING GLORY RD",0.03,0.04,0.07,0.1,0.15,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9793265099366","40.0993904007667",c(-74.9793265099366, 40.0993904007667)
"899","3202 ATMORE RD",0.03,0.04,0.06,0.09,0.14,0.14,0.19,0.27,0.36,0.46,0.14,0.19,0.27,0.36,0.46,"Parkwood Manor","-74.9700340676176","40.1017450321583",c(-74.9700340676176, 40.1017450321583)
"900","12526 FEDOR PL",0.02,0.03,0.05,0.07,0.11,0.23,0.31,0.41,0.51,0.62,0.23,0.31,0.41,0.51,0.62,"Parkwood Manor","-74.9784453009932","40.1042653244202",c(-74.9784453009932, 40.1042653244202)
"901","3214 ATMORE RD",0.02,0.03,0.04,0.06,0.09,0.17,0.24,0.32,0.42,0.52,0.17,0.24,0.32,0.42,0.52,"Parkwood Manor","-74.9701868240853","40.1014347029276",c(-74.9701868240853, 40.1014347029276)
"902","11833 COLMAN TER",0.03,0.04,0.06,0.1,0.14,0.25,0.33,0.43,0.53,0.64,0.25,0.33,0.43,0.53,0.64,"Parkwood Manor","-74.9862801436268","40.0945869412882",c(-74.9862801436268, 40.0945869412882)
"903","12500 CHILTON RD",0.02,0.03,0.05,0.07,0.11,0.23,0.32,0.41,0.52,0.62,0.23,0.32,0.41,0.52,0.62,"Parkwood Manor","-74.9748454349905","40.1023524251379",c(-74.9748454349905, 40.1023524251379)
