"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"5197","6528 REEDLAND ST",0.03,0.05,0.08,0.11,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.231366903604","39.9220390143633",c(-75.231366903604, 39.9220390143633)
"5198","6719 GUYER AVE",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.230266007972","39.9173974586064",c(-75.230266007972, 39.9173974586064)
"5199","2520 BONNAFFON ST",0.04,0.06,0.08,0.13,0.19,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2330470560003","39.9195090843412",c(-75.2330470560003, 39.9195090843412)
"5200","7109 THEODORE ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2385353530863","39.9152977403804",c(-75.2385353530863, 39.9152977403804)
"5201","2624 BONNAFFON ST",0.05,0.08,0.12,0.18,0.25,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2315680237736","39.9182615184196",c(-75.2315680237736, 39.9182615184196)
"5202","2612 S 67TH ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2313209581453","39.9187937127068",c(-75.2313209581453, 39.9187937127068)
"5203","6434 BUIST AVE",0.03,0.05,0.08,0.13,0.18,0.12,0.17,0.23,0.32,0.42,0.12,0.17,0.23,0.32,0.42,"Elmwood","-75.2283649454898","39.9211562218411",c(-75.2283649454898, 39.9211562218411)
"5204","6826 DICKS AVE",0.03,0.05,0.07,0.11,0.16,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.2321249768721","39.9163636175224",c(-75.2321249768721, 39.9163636175224)
"5205","6123 WHEELER ST",0.03,0.04,0.07,0.1,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2264436146318","39.9265104294127",c(-75.2264436146318, 39.9265104294127)
"5206","2911 S 62ND ST",0.03,0.05,0.07,0.11,0.16,0.13,0.18,0.25,0.33,0.43,0.13,0.18,0.25,0.33,0.43,"Elmwood","-75.2220756342481","39.9221698551661",c(-75.2220756342481, 39.9221698551661)
"5207","6340 WHEELER ST",0.03,0.05,0.08,0.12,0.18,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2294207839801","39.9240797652264",c(-75.2294207839801, 39.9240797652264)
"5208","6955 THEODORE ST",0.05,0.08,0.11,0.17,0.24,0.08,0.12,0.17,0.24,0.32,0.08,0.12,0.17,0.24,0.32,"Elmwood","-75.2364684190946","39.9166930233401",c(-75.2364684190946, 39.9166930233401)
"5209","2407 S EDGEWOOD ST",0.03,0.05,0.08,0.12,0.18,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2248598848655","39.9278716264218",c(-75.2248598848655, 39.9278716264218)
"5210","2641 S 66TH ST",0.05,0.07,0.11,0.17,0.24,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2290255030171","39.9195283948023",c(-75.2290255030171, 39.9195283948023)
"5211","6739 GUYER AVE",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2306878734376","39.9171032757196",c(-75.2306878734376, 39.9171032757196)
"5212","6331 ELMWOOD AVE",0.03,0.05,0.07,0.11,0.17,0.12,0.17,0.24,0.33,0.43,0.12,0.17,0.24,0.33,0.43,"Elmwood","-75.2286754478554","39.923680723753",c(-75.2286754478554, 39.923680723753)
"5213","2626 S 70TH ST",0.05,0.08,0.12,0.17,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2356019029647","39.9153752630586",c(-75.2356019029647, 39.9153752630586)
"5214","6849 GUYER AVE",0.04,0.07,0.1,0.15,0.22,0.09,0.13,0.18,0.25,0.34,0.09,0.13,0.18,0.25,0.34,"Elmwood","-75.2324220573518","39.9159042934429",c(-75.2324220573518, 39.9159042934429)
"5215","7009 REEDLAND ST",0.03,0.05,0.08,0.12,0.17,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2383409891597","39.9175337091962",c(-75.2383409891597, 39.9175337091962)
"5216","2639 SHIELDS ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2298165696961","39.9190745802622",c(-75.2298165696961, 39.9190745802622)
"5217","6511 BUIST AVE",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2294486701133","39.9209601440107",c(-75.2294486701133, 39.9209601440107)
"5218","6724 DOREL ST",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.229698166389","39.9167257544328",c(-75.229698166389, 39.9167257544328)
"5219","2610 S DEWEY ST",0.03,0.05,0.07,0.11,0.16,0.13,0.18,0.25,0.34,0.43,0.13,0.18,0.25,0.34,0.43,"Elmwood","-75.2237975322682","39.9241602809776",c(-75.2237975322682, 39.9241602809776)
"5220","2900 S 61ST ST",0.05,0.08,0.11,0.17,0.24,0.18,0.25,0.33,0.43,0.54,0.18,0.25,0.33,0.43,0.54,"Elmwood","-75.2215392752649","39.9233784784112",c(-75.2215392752649, 39.9233784784112)
"5221","6009 BUIST AVE",0.03,0.05,0.08,0.11,0.17,0.12,0.17,0.24,0.33,0.43,0.12,0.17,0.24,0.33,0.43,"Elmwood","-75.2221741312761","39.9252571137938",c(-75.2221741312761, 39.9252571137938)
"5222","2656 S ROBINSON ST",0.03,0.05,0.07,0.11,0.16,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2233812719618","39.923074119385",c(-75.2233812719618, 39.923074119385)
"5223","2551 SHIELDS ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2309773304662","39.9200716081701",c(-75.2309773304662, 39.9200716081701)
"5224","2813 S 65TH ST",0.03,0.05,0.07,0.11,0.17,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2252303307377","39.9185117192477",c(-75.2252303307377, 39.9185117192477)
"5225","2529 S 61ST ST",0.03,0.05,0.08,0.12,0.18,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2240207549843","39.9256286505207",c(-75.2240207549843, 39.9256286505207)
"5226","6344 DICKS AVE",0.03,0.04,0.07,0.1,0.16,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2259078515788","39.9207133539961",c(-75.2259078515788, 39.9207133539961)
"5227","2607 S 67TH ST",0.05,0.08,0.12,0.17,0.25,0.08,0.12,0.18,0.25,0.33,0.08,0.12,0.18,0.25,0.33,"Elmwood","-75.2310323077087","39.9191798829093",c(-75.2310323077087, 39.9191798829093)
"5228","6357 REEDLAND ST",0.05,0.08,0.12,0.17,0.25,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.229573100316","39.9237203861409",c(-75.229573100316, 39.9237203861409)
"5229","6549 BUIST AVE",0.04,0.06,0.09,0.13,0.19,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.230251148451","39.9204004945233",c(-75.230251148451, 39.9204004945233)
"5230","2659 S 68TH ST",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2315682367469","39.9172369067896",c(-75.2315682367469, 39.9172369067896)
"5231","2539 S 71ST ST",0.04,0.05,0.08,0.13,0.19,0.15,0.21,0.29,0.39,0.49,0.15,0.21,0.29,0.39,0.49,"Elmwood","-75.237608770625","39.9153923169583",c(-75.237608770625, 39.9153923169583)
"5232","2652 S 70TH ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2351026888004","39.9149530382782",c(-75.2351026888004, 39.9149530382782)
"5233","2416 S EDGEWOOD ST",0.05,0.08,0.12,0.17,0.25,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.225025100023","39.9275292943844",c(-75.225025100023, 39.9275292943844)
"5234","6508 THEODORE ST",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2295802148501","39.9211360027487",c(-75.2295802148501, 39.9211360027487)
"5235","6515 BOBOLINK PL",0.03,0.05,0.08,0.12,0.17,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.2273579286712","39.918069362695",c(-75.2273579286712, 39.918069362695)
"5236","6209 HARLEY AVE",0.03,0.04,0.07,0.1,0.15,0.12,0.17,0.24,0.33,0.43,0.12,0.17,0.24,0.33,0.43,"Elmwood","-75.2227832487927","39.9218539890094",c(-75.2227832487927, 39.9218539890094)
"5237","7106 GRAYS AVE",0.04,0.06,0.09,0.13,0.2,0.15,0.21,0.28,0.37,0.48,0.15,0.21,0.28,0.37,0.48,"Elmwood","-75.2404694617602","39.9169364376046",c(-75.2404694617602, 39.9169364376046)
"5238","6504 THEODORE ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2294980180409","39.9211939221679",c(-75.2294980180409, 39.9211939221679)
"5239","2633 S 61ST ST",0.03,0.05,0.08,0.12,0.18,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2224984636688","39.924382951349",c(-75.2224984636688, 39.924382951349)
"5240","7236 ELMWOOD AVE",0.05,0.07,0.11,0.16,0.23,0.13,0.18,0.25,0.34,0.43,0.13,0.18,0.25,0.34,0.43,"Elmwood","-75.2410827393949","39.9143287473154",c(-75.2410827393949, 39.9143287473154)
"5241","6321 GUYER AVE",0.03,0.04,0.07,0.1,0.15,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2253670155224","39.9208325028503",c(-75.2253670155224, 39.9208325028503)
"5242","2553 S DEWEY ST",0.03,0.05,0.08,0.11,0.17,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2241003985825","39.9248570955274",c(-75.2241003985825, 39.9248570955274)
"5243","6008 LINDBERGH BLVD",0.03,0.05,0.07,0.11,0.17,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.221137468708","39.9248840992607",c(-75.221137468708, 39.9248840992607)
"5244","2633 HOLBROOK ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2356848227252","39.9151335468611",c(-75.2356848227252, 39.9151335468611)
"5245","2658 S ROBINSON ST",0.04,0.07,0.1,0.15,0.22,0.09,0.12,0.18,0.25,0.33,0.09,0.12,0.18,0.25,0.33,"Elmwood","-75.2233429583352","39.9230422213208",c(-75.2233429583352, 39.9230422213208)
"5246","6037 ELMWOOD AVE",0.03,0.05,0.08,0.12,0.17,0.22,0.3,0.39,0.49,0.6,0.22,0.3,0.39,0.49,0.6,"Elmwood","-75.2245898186047","39.9265336408756",c(-75.2245898186047, 39.9265336408756)
"5247","2634 HOBSON ST",0.03,0.05,0.08,0.11,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2318426756372","39.917756333254",c(-75.2318426756372, 39.917756333254)
"5248","2519 S EDGEWOOD ST",0.03,0.05,0.08,0.12,0.17,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2229299584302","39.926210976186",c(-75.2229299584302, 39.926210976186)
"5249","2605 S 68TH ST",0.03,0.05,0.07,0.11,0.17,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2326110778397","39.9181165142047",c(-75.2326110778397, 39.9181165142047)
"5250","2636 SYLMAR ST",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2348778921977","39.9155865988341",c(-75.2348778921977, 39.9155865988341)
"5251","2559 HOBSON ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2324928300929","39.9187563609365",c(-75.2324928300929, 39.9187563609365)
"5252","2608 S DAGGETT ST",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2294409274201","39.920237052217",c(-75.2294409274201, 39.920237052217)
"5253","6427 DICKS AVE",0.03,0.05,0.08,0.12,0.17,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2271508734121","39.9204041269607",c(-75.2271508734121, 39.9204041269607)
"5254","2841 S SIMPSON ST",0.03,0.04,0.07,0.11,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2241362199191","39.9188091650257",c(-75.2241362199191, 39.9188091650257)
"5255","2640 S 61ST ST",0.03,0.05,0.08,0.12,0.18,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2227431044187","39.9240083901737",c(-75.2227431044187, 39.9240083901737)
"5256","2408 S 71ST ST",0.04,0.06,0.09,0.14,0.2,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2401968721525","39.9166566426215",c(-75.2401968721525, 39.9166566426215)
"5257","6951 THEODORE ST",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2363903561825","39.9167472656119",c(-75.2363903561825, 39.9167472656119)
"5258","2533 LLOYD ST",0.03,0.05,0.07,0.11,0.17,0.15,0.21,0.28,0.38,0.48,0.15,0.21,0.28,0.38,0.48,"Elmwood","-75.2403290879416","39.9140223560856",c(-75.2403290879416, 39.9140223560856)
"5259","2908 S FELTON ST",0.04,0.06,0.1,0.14,0.21,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2225238526988","39.9212746764457",c(-75.2225238526988, 39.9212746764457)
"5260","2634 SYLMAR ST",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2349167955211","39.9156192537836",c(-75.2349167955211, 39.9156192537836)
"5261","2548 SHIELDS ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2313962553184","39.9199029540473",c(-75.2313962553184, 39.9199029540473)
"5262","6526 GUYER AVE",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2275979458187","39.9188313553229",c(-75.2275979458187, 39.9188313553229)
"5263","6529 WHEELER ST",0.05,0.07,0.11,0.16,0.23,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2320898410204","39.9225917386191",c(-75.2320898410204, 39.9225917386191)
"5264","6526 GRAYS AVE",0.03,0.05,0.07,0.11,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2322240989097","39.9227670572188",c(-75.2322240989097, 39.9227670572188)
"5265","2600 S 68TH ST",0.03,0.05,0.07,0.11,0.16,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2330895607678","39.9179202326708",c(-75.2330895607678, 39.9179202326708)
"5266","2661 S 68TH ST",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2315302399935","39.9172052869273",c(-75.2315302399935, 39.9172052869273)
"5267","6448 GARMAN ST",0.04,0.06,0.08,0.13,0.19,0.12,0.17,0.24,0.33,0.43,0.12,0.17,0.24,0.33,0.43,"Elmwood","-75.2282230491021","39.9205850509577",c(-75.2282230491021, 39.9205850509577)
"5268","2547 STETLER ST",0.03,0.05,0.08,0.11,0.17,0.15,0.21,0.28,0.38,0.48,0.15,0.21,0.28,0.38,0.48,"Elmwood","-75.239746869969","39.9140465617321",c(-75.239746869969, 39.9140465617321)
"5269","6928 IBIS PL",0.03,0.05,0.07,0.11,0.16,0.13,0.18,0.25,0.34,0.43,0.13,0.18,0.25,0.34,0.43,"Elmwood","-75.2299842130842","39.9123335800328",c(-75.2299842130842, 39.9123335800328)
"5270","6546 GUYER AVE",0.03,0.05,0.07,0.11,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2280230525749","39.9185292792683",c(-75.2280230525749, 39.9185292792683)
"5271","2608 CARROLL ST",0.03,0.05,0.07,0.11,0.16,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2334470027179","39.917419215586",c(-75.2334470027179, 39.917419215586)
"5272","2524 SHIELDS ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2318511006113","39.9202820545018",c(-75.2318511006113, 39.9202820545018)
"5273","2635 S FELTON ST",0.03,0.04,0.07,0.1,0.15,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2245572239309","39.9229126576077",c(-75.2245572239309, 39.9229126576077)
"5274","7155 THEODORE ST",0.03,0.05,0.08,0.12,0.17,0.15,0.21,0.28,0.38,0.48,0.15,0.21,0.28,0.38,0.48,"Elmwood","-75.2395148903841","39.9146057500714",c(-75.2395148903841, 39.9146057500714)
"5275","2646 S DEWEY ST",0.05,0.07,0.11,0.16,0.23,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.2231018412284","39.923572096242",c(-75.2231018412284, 39.923572096242)
"5276","6311 GUYER AVE",0.03,0.04,0.07,0.1,0.15,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2248952583919","39.9209250070496",c(-75.2248952583919, 39.9209250070496)
"5277","6548 WHEELER ST",0.05,0.07,0.11,0.16,0.24,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2322435058689","39.922080094125",c(-75.2322435058689, 39.922080094125)
"5278","6400 GUYER AVE",0.03,0.05,0.07,0.11,0.16,0.13,0.19,0.26,0.34,0.44,0.13,0.19,0.26,0.34,0.44,"Elmwood","-75.2258093149893","39.9201124560382",c(-75.2258093149893, 39.9201124560382)
"5279","2527 SHIELDS ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2314386956433","39.9204584543305",c(-75.2314386956433, 39.9204584543305)
"5280","6445 DICKS AVE",0.03,0.05,0.08,0.12,0.18,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2275270298976","39.9201394318465",c(-75.2275270298976, 39.9201394318465)
"5281","6125 GRAYS AVE",0.03,0.04,0.07,0.1,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2270209135906","39.9269253802408",c(-75.2270209135906, 39.9269253802408)
"5282","6643 DOREL ST",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2290357061007","39.9175852484678",c(-75.2290357061007, 39.9175852484678)
"5283","2914 S 62ND ST",0.03,0.05,0.07,0.11,0.16,0.13,0.18,0.25,0.33,0.43,0.13,0.18,0.25,0.33,0.43,"Elmwood","-75.2220468674623","39.9216973458681",c(-75.2220468674623, 39.9216973458681)
"5284","2547 S DEWEY ST",0.03,0.05,0.08,0.11,0.17,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2242148358222","39.9249537021581",c(-75.2242148358222, 39.9249537021581)
"5285","2645 S DAGGETT ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2284015061612","39.9198836268501",c(-75.2284015061612, 39.9198836268501)
"5286","6932 GROSBEAK PL",0.03,0.05,0.07,0.11,0.16,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2306292537692","39.9127297945328",c(-75.2306292537692, 39.9127297945328)
"5287","6131 WHEELER ST",0.03,0.04,0.07,0.1,0.15,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.226614145612","39.9263916598606",c(-75.226614145612, 39.9263916598606)
"5288","2823 BITTERN PL",0.03,0.05,0.08,0.11,0.17,0.12,0.17,0.23,0.31,0.41,0.12,0.17,0.23,0.31,0.41,"Elmwood","-75.2251219888113","39.9175451279521",c(-75.2251219888113, 39.9175451279521)
"5289","2903 S FELTON ST",0.04,0.06,0.1,0.15,0.21,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2224620403527","39.9216206789504",c(-75.2224620403527, 39.9216206789504)
"5290","6316 REEDLAND ST",0.05,0.07,0.11,0.16,0.23,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.2285269890157","39.9240657704007",c(-75.2285269890157, 39.9240657704007)
"5291","6230 DICKENS AVE",0.03,0.04,0.07,0.1,0.15,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2261747504053","39.9236822251525",c(-75.2261747504053, 39.9236822251525)
"5292","2659 S 67TH ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2300233382157","39.9183269830502",c(-75.2300233382157, 39.9183269830502)
"5293","6642 DOREL ST",0.05,0.07,0.11,0.16,0.23,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2287595796349","39.9173751424455",c(-75.2287595796349, 39.9173751424455)
"5294","6126 LINDBERGH BLVD",0.03,0.05,0.08,0.12,0.17,0.13,0.18,0.25,0.33,0.43,0.13,0.18,0.25,0.33,0.43,"Elmwood","-75.2223558196426","39.9231518403859",c(-75.2223558196426, 39.9231518403859)
"5295","7005 W PASSYUNK AVE",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.39,0.49,0.15,0.21,0.29,0.39,0.49,"Elmwood","-75.234401828113","39.9143356794988",c(-75.234401828113, 39.9143356794988)
"5296","2515 S 68TH ST",0.03,0.05,0.08,0.12,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2338243144983","39.9191425714309",c(-75.2338243144983, 39.9191425714309)
"5297","6108 WHEELER ST",0.03,0.05,0.07,0.11,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2258953460677","39.9265140318202",c(-75.2258953460677, 39.9265140318202)
"5298","2622 S 61ST ST",0.03,0.05,0.08,0.12,0.18,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2230912359931","39.9243016295728",c(-75.2230912359931, 39.9243016295728)
"5299","6216 BUIST AVE",0.03,0.04,0.07,0.1,0.15,0.13,0.18,0.25,0.33,0.43,0.13,0.18,0.25,0.33,0.43,"Elmwood","-75.2253623235407","39.9231647263178",c(-75.2253623235407, 39.9231647263178)
"5300","6755 GUYER AVE",0.03,0.05,0.08,0.12,0.17,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2310351675072","39.9168610614937",c(-75.2310351675072, 39.9168610614937)
"5301","7211-13 THEODORE ST",0.05,0.07,0.11,0.16,0.24,0.11,0.16,0.23,0.31,0.41,0.11,0.16,0.23,0.31,0.41,"Elmwood","-75.2399846169201","39.9142159811969",c(-75.2399846169201, 39.9142159811969)
"5302","6838 DICKS AVE",0.03,0.05,0.07,0.11,0.16,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.2323768408173","39.91618628289",c(-75.2323768408173, 39.91618628289)
"5303","2640 S FELTON ST",0.03,0.04,0.07,0.1,0.15,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.22472598798","39.9226127972643",c(-75.22472598798, 39.9226127972643)
"5304","2642 S 68TH ST",0.03,0.05,0.07,0.11,0.17,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2322755138008","39.9172350920955",c(-75.2322755138008, 39.9172350920955)
"5305","2629 SHIELDS ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2300083258163","39.9192375027928",c(-75.2300083258163, 39.9192375027928)
"5306","6339 THEODORE ST",0.03,0.04,0.07,0.1,0.15,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2276954924728","39.9227887641065",c(-75.2276954924728, 39.9227887641065)
"5307","2429 S EDGEWOOD ST",0.03,0.05,0.08,0.12,0.18,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2244558225314","39.9275424610255",c(-75.2244558225314, 39.9275424610255)
"5308","6740 HARLEY ST",0.05,0.07,0.11,0.16,0.23,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2286344649773","39.9152510263178",c(-75.2286344649773, 39.9152510263178)
"5309","2425 S 62ND ST",0.04,0.06,0.1,0.15,0.21,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.2270997162758","39.9256437891442",c(-75.2270997162758, 39.9256437891442)
"5310","2622 S ROBINSON ST",0.03,0.04,0.07,0.1,0.15,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2240416517703","39.9236279948648",c(-75.2240416517703, 39.9236279948648)
"5311","2531 S 63RD ST",0.03,0.04,0.07,0.1,0.15,0.12,0.17,0.24,0.33,0.42,0.12,0.17,0.24,0.33,0.42,"Elmwood","-75.2267055651379","39.9234565436293",c(-75.2267055651379, 39.9234565436293)
