"","address","spread1_vacant","spread2_vacant","spread3_vacant","spread4_vacant","spread5_vacant","spread1_permit","spread2_permit","spread3_permit","spread4_permit","spread5_permit","spread1_transfer","spread2_transfer","spread3_transfer","spread4_transfer","spread5_transfer","neighborhood","lat","lon","geometry"
"1206","6010 THEODORE ST",0.03,0.05,0.08,0.12,0.17,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2223704084158","39.9255146807214",c(-75.2223704084158, 39.9255146807214)
"1207","6316 GLENMORE AVE",0.05,0.08,0.12,0.17,0.25,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2299852708149","39.9252309217301",c(-75.2299852708149, 39.9252309217301)
"1208","2827 S 64TH ST",0.04,0.07,0.1,0.15,0.22,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2240511841372","39.9195886723016",c(-75.2240511841372, 39.9195886723016)
"1209","2919 S 62ND ST",0.03,0.05,0.07,0.11,0.17,0.13,0.18,0.25,0.33,0.43,0.13,0.18,0.25,0.33,0.43,"Elmwood","-75.2218758153419","39.9220858428342",c(-75.2218758153419, 39.9220858428342)
"1210","6181 GLENMORE AVE",0.04,0.07,0.1,0.16,0.23,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2283565900937","39.9265024476411",c(-75.2283565900937, 39.9265024476411)
"1211","6355 ELMWOOD AVE",0.05,0.07,0.11,0.17,0.24,0.12,0.17,0.23,0.31,0.41,0.12,0.17,0.23,0.31,0.41,"Elmwood","-75.2291728661389","39.9233307527912",c(-75.2291728661389, 39.9233307527912)
"1212","6316 GUYER AVE",0.03,0.04,0.07,0.1,0.16,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.2253465561446","39.9204331739808",c(-75.2253465561446, 39.9204331739808)
"1213","6509 ELMWOOD AVE",0.04,0.05,0.08,0.13,0.18,0.18,0.25,0.34,0.44,0.54,0.18,0.25,0.34,0.44,0.54,"Elmwood","-75.2307950135252","39.9221722947878",c(-75.2307950135252, 39.9221722947878)
"1214","2517 S DEWEY ST",0.05,0.07,0.11,0.16,0.23,0.09,0.12,0.18,0.25,0.33,0.09,0.12,0.18,0.25,0.33,"Elmwood","-75.2248006214234","39.9254474827502",c(-75.2248006214234, 39.9254474827502)
"1215","2639 S 64TH ST",0.04,0.07,0.1,0.15,0.22,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.226668792365","39.9213069194605",c(-75.226668792365, 39.9213069194605)
"1216","6433 BUIST AVE",0.05,0.08,0.12,0.18,0.26,0.1,0.14,0.2,0.27,0.37,0.1,0.14,0.2,0.27,0.37,"Elmwood","-75.2287579883993","39.9215244835912",c(-75.2287579883993, 39.9215244835912)
"1217","2555 S ROBINSON ST",0.04,0.07,0.1,0.15,0.22,0.09,0.13,0.18,0.25,0.34,0.09,0.13,0.18,0.25,0.34,"Elmwood","-75.224531192301","39.92448793572",c(-75.224531192301, 39.92448793572)
"1218","6549 WHEELER ST",0.03,0.05,0.08,0.11,0.17,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2325060059629","39.9222954078239",c(-75.2325060059629, 39.9222954078239)
"1219","6701 LINDBERGH BLVD",0.05,0.07,0.11,0.16,0.24,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2267819440397","39.9146803951729",c(-75.2267819440397, 39.9146803951729)
"1220","2808 S 64TH ST",0.04,0.07,0.1,0.15,0.22,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.2247816190585","39.9193724630564",c(-75.2247816190585, 39.9193724630564)
"1221","2603 S DAGGETT ST",0.03,0.05,0.08,0.12,0.17,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Elmwood","-75.2292203455717","39.9205725251325",c(-75.2292203455717, 39.9205725251325)
"1222","2639 MUHLFELD ST",0.05,0.08,0.12,0.17,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2360633834897","39.9146802949519",c(-75.2360633834897, 39.9146802949519)
"1223","2657 CARROLL ST",0.05,0.07,0.11,0.16,0.23,0.08,0.12,0.17,0.24,0.32,0.08,0.12,0.17,0.24,0.32,"Elmwood","-75.2322157068614","39.916860875199",c(-75.2322157068614, 39.916860875199)
"1224","2815 S SIMPSON ST",0.03,0.05,0.07,0.11,0.16,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2247850796649","39.919075962902",c(-75.2247850796649, 39.919075962902)
"1225","6429 GUYER AVE",0.05,0.07,0.11,0.17,0.24,0.09,0.14,0.2,0.27,0.36,0.09,0.14,0.2,0.27,0.36,"Elmwood","-75.2267514536411","39.9198535966611",c(-75.2267514536411, 39.9198535966611)
"1226","2601 BONNAFFON ST",0.05,0.08,0.12,0.17,0.25,0.08,0.12,0.17,0.24,0.32,0.08,0.12,0.17,0.24,0.32,"Elmwood","-75.2317358116622","39.9188561836946",c(-75.2317358116622, 39.9188561836946)
"1227","6927 THEODORE ST",0.05,0.08,0.12,0.17,0.25,0.08,0.12,0.17,0.24,0.32,0.08,0.12,0.17,0.24,0.32,"Elmwood","-75.2359154371976","39.9170764616431",c(-75.2359154371976, 39.9170764616431)
"1228","7008 WHEELER ST",0.05,0.07,0.11,0.17,0.24,0.11,0.16,0.22,0.3,0.39,0.11,0.16,0.22,0.3,0.39,"Elmwood","-75.2385053986322","39.9176707632359",c(-75.2385053986322, 39.9176707632359)
"1229","2651 SHIELDS ST",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.22,0.29,0.39,0.11,0.15,0.22,0.29,0.39,"Elmwood","-75.229582492937","39.9188777632275",c(-75.229582492937, 39.9188777632275)
"1230","2607 MUHLFELD ST",0.05,0.08,0.12,0.18,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2366810042675","39.9151996813927",c(-75.2366810042675, 39.9151996813927)
"1231","2543 S 63RD ST",0.04,0.06,0.1,0.14,0.21,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2264968441165","39.9232868659599",c(-75.2264968441165, 39.9232868659599)
"1232","2933 S 66TH ST",0.03,0.05,0.08,0.12,0.17,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.226719896183","39.9174562901266",c(-75.226719896183, 39.9174562901266)
"1233","6250 HARLEY AVE",0.04,0.06,0.1,0.14,0.21,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2229783617462","39.9207402102808",c(-75.2229783617462, 39.9207402102808)
"1234","6808 FINCH PL",0.03,0.05,0.07,0.11,0.16,0.14,0.2,0.27,0.36,0.47,0.14,0.2,0.27,0.36,0.47,"Elmwood","-75.2287788758884","39.9140373154203",c(-75.2287788758884, 39.9140373154203)
"1235","2628 SYLMAR ST",0.05,0.07,0.11,0.17,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2350333384182","39.9157168067321",c(-75.2350333384182, 39.9157168067321)
"1236","6838 GUYER AVE",0.04,0.07,0.1,0.15,0.22,0.09,0.13,0.18,0.25,0.34,0.09,0.13,0.18,0.25,0.34,"Elmwood","-75.2319398602834","39.9158193135989",c(-75.2319398602834, 39.9158193135989)
"1237","2564 HOLBROOK ST",0.03,0.05,0.08,0.12,0.18,0.16,0.22,0.3,0.4,0.5,0.16,0.22,0.3,0.4,0.5,"Elmwood","-75.236932701619","39.9156918189177",c(-75.236932701619, 39.9156918189177)
"1238","6826 GUYER AVE",0.05,0.07,0.11,0.16,0.23,0.09,0.13,0.18,0.25,0.34,0.09,0.13,0.18,0.25,0.34,"Elmwood","-75.2316859945569","39.9159975313266",c(-75.2316859945569, 39.9159975313266)
"1239","6906 CHELWYNDE AVE",0.04,0.07,0.1,0.15,0.22,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.233865271958","39.915961849109",c(-75.233865271958, 39.915961849109)
"1240","6735 HARLEY ST",0.05,0.07,0.11,0.16,0.24,0.09,0.13,0.19,0.26,0.35,0.09,0.13,0.19,0.26,0.35,"Elmwood","-75.2288876939425","39.9156960870702",c(-75.2288876939425, 39.9156960870702)
"1241","6100 LINDBERGH BLVD",0.05,0.08,0.12,0.17,0.25,0.12,0.17,0.23,0.32,0.41,0.12,0.17,0.23,0.32,0.41,"Elmwood","-75.2220061109414","39.9236596524033",c(-75.2220061109414, 39.9236596524033)
"1242","2401 S 72ND ST",0.06,0.09,0.13,0.19,0.27,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.241451720642","39.916343886103",c(-75.241451720642, 39.916343886103)
"1243","6634 ELMWOOD AVE",0.03,0.05,0.08,0.12,0.17,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.232333544647","39.920516603977",c(-75.232333544647, 39.920516603977)
"1244","2506 CARROLL ST",0.04,0.06,0.1,0.15,0.21,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2348875813666","39.918634164151",c(-75.2348875813666, 39.918634164151)
"1245","2735 S 70TH ST",0.03,0.05,0.07,0.11,0.16,0.11,0.17,0.23,0.31,0.41,0.11,0.17,0.23,0.31,0.41,"Elmwood","-75.2336049472048","39.9142969710977",c(-75.2336049472048, 39.9142969710977)
"1246","6401 GLENMORE AVE",0.03,0.05,0.08,0.12,0.18,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2310777831738","39.9245960663376",c(-75.2310777831738, 39.9245960663376)
"1247","6039 ELMWOOD AVE",0.03,0.05,0.08,0.12,0.18,0.12,0.17,0.24,0.33,0.42,0.12,0.17,0.24,0.33,0.42,"Elmwood","-75.2246324478384","39.9265040988948",c(-75.2246324478384, 39.9265040988948)
"1248","6145 ELMWOOD AVE",0.04,0.06,0.09,0.14,0.2,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2260780328576","39.9254999761011",c(-75.2260780328576, 39.9254999761011)
"1249","6227 GRAYS AVE",0.05,0.07,0.11,0.16,0.23,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2289103686877","39.9256685124125",c(-75.2289103686877, 39.9256685124125)
"1250","6224 GRAYS AVE",0.05,0.07,0.11,0.16,0.23,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2284043226359","39.925447741543",c(-75.2284043226359, 39.925447741543)
"1251","6229 HARLEY AVE",0.04,0.06,0.1,0.14,0.21,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2230533538838","39.9214691613227",c(-75.2230533538838, 39.9214691613227)
"1252","6848 GREBE PL",0.05,0.07,0.11,0.16,0.23,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2295384022013","39.9132436723955",c(-75.2295384022013, 39.9132436723955)
"1253","6519 WHEELER ST",0.05,0.07,0.11,0.16,0.23,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2318811674198","39.9227388606592",c(-75.2318811674198, 39.9227388606592)
"1254","2528 S EDGEWOOD ST",0.05,0.07,0.11,0.17,0.24,0.1,0.14,0.21,0.28,0.37,0.1,0.14,0.21,0.28,0.37,"Elmwood","-75.2230549076869","39.9257082456824",c(-75.2230549076869, 39.9257082456824)
"1255","7124-26 GRAYS AVE",0.04,0.06,0.09,0.13,0.19,0.17,0.23,0.31,0.41,0.51,0.17,0.23,0.31,0.41,0.51,"Elmwood","-75.2409826902907","39.916634985959",c(-75.2409826902907, 39.916634985959)
"1256","6812 GUYER AVE",0.05,0.07,0.11,0.16,0.23,0.09,0.13,0.18,0.25,0.34,0.09,0.13,0.18,0.25,0.34,"Elmwood","-75.231391528566","39.916203015527",c(-75.231391528566, 39.916203015527)
"1257","2925 S 66TH ST",0.03,0.05,0.08,0.12,0.17,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.226895736163","39.9176981611066",c(-75.226895736163, 39.9176981611066)
"1258","6930 GROSBEAK PL",0.03,0.05,0.07,0.11,0.16,0.2,0.27,0.36,0.46,0.57,0.2,0.27,0.36,0.46,0.57,"Elmwood","-75.2305818569641","39.9127631701899",c(-75.2305818569641, 39.9127631701899)
"1259","2619 S 66TH ST",0.05,0.07,0.11,0.17,0.24,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2294617957142","39.9198964086439",c(-75.2294617957142, 39.9198964086439)
"1260","2517 S 66TH ST",0.05,0.08,0.12,0.17,0.25,0.08,0.12,0.17,0.24,0.32,0.08,0.12,0.17,0.24,0.32,"Elmwood","-75.2309684434849","39.9210862400688",c(-75.2309684434849, 39.9210862400688)
"1261","6926 GROSBEAK PL",0.03,0.05,0.07,0.11,0.16,0.21,0.29,0.38,0.48,0.59,0.21,0.29,0.38,0.48,0.59,"Elmwood","-75.2304887236688","39.9128313688967",c(-75.2304887236688, 39.9128313688967)
"1262","6541 GUYER AVE",0.05,0.07,0.11,0.16,0.24,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2281537908061","39.9188416917386",c(-75.2281537908061, 39.9188416917386)
"1263","6417 DOREL ST",0.05,0.07,0.11,0.16,0.23,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2260396299848","39.9196989311569",c(-75.2260396299848, 39.9196989311569)
"1264","2635 S 68TH ST",0.03,0.05,0.08,0.11,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2320269217293","39.9176246345184",c(-75.2320269217293, 39.9176246345184)
"1265","6642 ELMWOOD AVE",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2325009671243","39.920398073314",c(-75.2325009671243, 39.920398073314)
"1266","7033 W PASSYUNK AVE",0.05,0.08,0.12,0.17,0.25,0.2,0.27,0.37,0.47,0.57,0.2,0.27,0.37,0.47,0.57,"Elmwood","-75.2353477015698","39.9141498425",c(-75.2353477015698, 39.9141498425)
"1267","6841 GUYER AVE",0.03,0.05,0.07,0.11,0.16,0.12,0.17,0.24,0.33,0.43,0.12,0.17,0.24,0.33,0.43,"Elmwood","-75.2322568246673","39.9160190597267",c(-75.2322568246673, 39.9160190597267)
"1268","2535 HOBSON ST",0.05,0.08,0.12,0.18,0.26,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2329570079446","39.9191458882615",c(-75.2329570079446, 39.9191458882615)
"1269","6624 DOREL ST",0.03,0.05,0.07,0.11,0.16,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2283750886682","39.9176463387707",c(-75.2283750886682, 39.9176463387707)
"1270","6614 DICKS AVE",0.05,0.07,0.11,0.16,0.23,0.08,0.12,0.18,0.25,0.33,0.08,0.12,0.18,0.25,0.33,"Elmwood","-75.2290302792427","39.9185021095183",c(-75.2290302792427, 39.9185021095183)
"1271","2543 SHIELDS ST",0.03,0.05,0.08,0.12,0.18,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.231129562573","39.9202009091487",c(-75.231129562573, 39.9202009091487)
"1272","6344 REEDLAND ST",0.05,0.07,0.11,0.17,0.24,0.07,0.1,0.15,0.21,0.29,0.07,0.1,0.15,0.21,0.29,"Elmwood","-75.229079765546","39.9236752576126",c(-75.229079765546, 39.9236752576126)
"1273","7003 REEDLAND ST",0.05,0.07,0.11,0.17,0.24,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2382144272672","39.9176246473758",c(-75.2382144272672, 39.9176246473758)
"1274","7055 ELMWOOD AVE",0.05,0.08,0.13,0.18,0.26,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2390160504406","39.9163925259376",c(-75.2390160504406, 39.9163925259376)
"1275","6537 BUIST AVE",0.05,0.08,0.12,0.18,0.25,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2299948378696","39.9205772857285",c(-75.2299948378696, 39.9205772857285)
"1276","6100 GRAYS AVE",0.05,0.07,0.11,0.16,0.23,0.11,0.16,0.22,0.3,0.39,0.11,0.16,0.22,0.3,0.39,"Elmwood","-75.2261641171886","39.9269938239913",c(-75.2261641171886, 39.9269938239913)
"1277","6209 BUIST AVE",0.04,0.06,0.1,0.14,0.21,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2255576001517","39.9237371150659",c(-75.2255576001517, 39.9237371150659)
"1278","6447 CHELWYNDE AVE",0.04,0.05,0.08,0.13,0.18,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2280116770634","39.9204730905067",c(-75.2280116770634, 39.9204730905067)
"1279","3027 S 68TH ST",0.03,0.05,0.07,0.11,0.17,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2276270083515","39.9140592316649",c(-75.2276270083515, 39.9140592316649)
"1280","2437 S MILLICK ST",0.03,0.05,0.08,0.12,0.18,0.13,0.18,0.25,0.34,0.44,0.13,0.18,0.25,0.34,0.44,"Elmwood","-75.224843632359","39.9270405351423",c(-75.224843632359, 39.9270405351423)
"1281","6401 DOREL ST",0.03,0.05,0.07,0.11,0.16,0.14,0.2,0.27,0.36,0.46,0.14,0.2,0.27,0.36,0.46,"Elmwood","-75.2256485257332","39.9199744395377",c(-75.2256485257332, 39.9199744395377)
"1282","6313 GRAYS AVE",0.03,0.05,0.08,0.12,0.18,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2297380131665","39.9250887045934",c(-75.2297380131665, 39.9250887045934)
"1283","2518 S FELTON ST",0.03,0.04,0.06,0.1,0.15,0.12,0.18,0.25,0.33,0.43,0.12,0.18,0.25,0.33,0.43,"Elmwood","-75.2265255982196","39.924112643753",c(-75.2265255982196, 39.924112643753)
"1284","6042 LINDBERGH BLVD",0.03,0.05,0.07,0.11,0.17,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2217161923705","39.9240377385832",c(-75.2217161923705, 39.9240377385832)
"1285","2654 S 65TH ST",0.05,0.08,0.12,0.18,0.26,0.08,0.12,0.17,0.24,0.33,0.08,0.12,0.17,0.24,0.33,"Elmwood","-75.2280406392198","39.9199353209472",c(-75.2280406392198, 39.9199353209472)
"1286","2502 S 61ST ST",0.05,0.07,0.11,0.16,0.24,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2248833361901","39.9258035120222",c(-75.2248833361901, 39.9258035120222)
"1287","2603 S DEWEY ST",0.05,0.07,0.11,0.17,0.24,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.2236612979227","39.9244935351434",c(-75.2236612979227, 39.9244935351434)
"1288","2523 S 73RD ST",0.03,0.05,0.07,0.11,0.16,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2409857660099","39.9138401046049",c(-75.2409857660099, 39.9138401046049)
"1289","2941 S 66TH ST",0.03,0.05,0.08,0.12,0.17,0.11,0.16,0.23,0.31,0.4,0.11,0.16,0.23,0.31,0.4,"Elmwood","-75.2266624074948","39.9172373825103",c(-75.2266624074948, 39.9172373825103)
"1290","6503 BOBOLINK PL",0.03,0.05,0.08,0.12,0.18,0.18,0.24,0.33,0.43,0.53,0.18,0.24,0.33,0.43,0.53,"Elmwood","-75.2270426503732","39.9182924144899",c(-75.2270426503732, 39.9182924144899)
"1291","2645 CARROLL ST",0.05,0.07,0.11,0.16,0.23,0.08,0.11,0.16,0.23,0.31,0.08,0.11,0.16,0.23,0.31,"Elmwood","-75.2324454356661","39.91705545782",c(-75.2324454356661, 39.91705545782)
"1292","7028 REEDLAND ST",0.03,0.05,0.08,0.12,0.18,0.16,0.22,0.3,0.4,0.5,0.16,0.22,0.3,0.4,0.5,"Elmwood","-75.2385120263094","39.9170144922341",c(-75.2385120263094, 39.9170144922341)
"1293","6602 GUYER AVE",0.03,0.05,0.07,0.11,0.16,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2283330902498","39.9183160313571",c(-75.2283330902498, 39.9183160313571)
"1294","2534 S 67TH ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2322945420596","39.9196108388547",c(-75.2322945420596, 39.9196108388547)
"1295","6512 DICKS AVE",0.03,0.05,0.08,0.12,0.18,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2277250357877","39.9194137504729",c(-75.2277250357877, 39.9194137504729)
"1296","6448 DICKS AVE",0.05,0.08,0.12,0.17,0.25,0.18,0.25,0.34,0.44,0.54,0.18,0.25,0.34,0.44,0.54,"Elmwood","-75.2272317828097","39.9197714873607",c(-75.2272317828097, 39.9197714873607)
"1297","7011 ELMWOOD AVE",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2379744212333","39.9171164341419",c(-75.2379744212333, 39.9171164341419)
"1298","7017 ELMWOOD AVE",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.238115010415","39.9170164187857",c(-75.238115010415, 39.9170164187857)
"1299","7013 ELMWOOD AVE",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2380217912725","39.917083383721",c(-75.2380217912725, 39.917083383721)
"1300","6148 REEDLAND ST",0.04,0.06,0.09,0.14,0.21,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2263537809688","39.9255931607457",c(-75.2263537809688, 39.9255931607457)
"1301","6433 DOREL ST",0.05,0.07,0.11,0.17,0.24,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2264209374425","39.9194305003752",c(-75.2264209374425, 39.9194305003752)
"1302","6014 LINDBERGH BLVD",0.05,0.07,0.11,0.16,0.23,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2212198864795","39.9247682453563",c(-75.2212198864795, 39.9247682453563)
"1303","2522 LLOYD ST",0.03,0.05,0.07,0.11,0.16,0.15,0.21,0.28,0.38,0.48,0.15,0.21,0.28,0.38,0.48,"Elmwood","-75.2407943393002","39.9139765929259",c(-75.2407943393002, 39.9139765929259)
"1304","2616 S ROBINSON ST",0.03,0.04,0.07,0.1,0.15,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2241573640799","39.9237249342274",c(-75.2241573640799, 39.9237249342274)
"1305","2510 S 62ND ST",0.04,0.06,0.09,0.14,0.21,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.226196744046","39.9245665903914",c(-75.226196744046, 39.9245665903914)
"1306","6533 BUIST AVE",0.05,0.08,0.12,0.18,0.25,0.08,0.12,0.18,0.24,0.33,0.08,0.12,0.18,0.24,0.33,"Elmwood","-75.2299127755696","39.920635866107",c(-75.2299127755696, 39.920635866107)
"1307","7025 W PASSYUNK AVE",0.05,0.08,0.12,0.17,0.25,0.1,0.14,0.2,0.27,0.36,0.1,0.14,0.2,0.27,0.36,"Elmwood","-75.2350687108207","39.9142029509394",c(-75.2350687108207, 39.9142029509394)
"1308","7022 WHEELER ST",0.05,0.08,0.12,0.17,0.25,0.12,0.17,0.24,0.32,0.42,0.12,0.17,0.24,0.32,0.42,"Elmwood","-75.2388080173163","39.9174596408616",c(-75.2388080173163, 39.9174596408616)
"1309","2500 S 61ST ST",0.05,0.07,0.11,0.16,0.24,0.18,0.26,0.34,0.44,0.55,0.18,0.26,0.34,0.44,0.55,"Elmwood","-75.2249240493709","39.9258378509064",c(-75.2249240493709, 39.9258378509064)
"1310","6422 DOREL ST",0.05,0.07,0.11,0.16,0.23,0.1,0.15,0.21,0.29,0.38,0.1,0.15,0.21,0.29,0.38,"Elmwood","-75.2259243884802","39.9193838524103",c(-75.2259243884802, 39.9193838524103)
"1311","2601 MUHLFELD ST",0.03,0.05,0.08,0.12,0.18,0.15,0.21,0.29,0.38,0.48,0.15,0.21,0.29,0.38,0.48,"Elmwood","-75.2368126909595","39.9153097324008",c(-75.2368126909595, 39.9153097324008)
"1312","6408 CHELWYNDE AVE",0.05,0.07,0.11,0.16,0.23,0.1,0.14,0.2,0.27,0.36,0.1,0.14,0.2,0.27,0.36,"Elmwood","-75.2269388049497","39.9208131666586",c(-75.2269388049497, 39.9208131666586)
"1313","6611 HARLEY ST",0.05,0.07,0.11,0.16,0.23,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2272948545552","39.9167397992635",c(-75.2272948545552, 39.9167397992635)
"1314","6919 GARMAN ST",0.03,0.05,0.07,0.11,0.17,0.11,0.15,0.21,0.29,0.39,0.11,0.15,0.21,0.29,0.39,"Elmwood","-75.2347824274157","39.9163466534718",c(-75.2347824274157, 39.9163466534718)
"1315","6149 WHEELER ST",0.03,0.04,0.07,0.1,0.15,0.13,0.19,0.26,0.35,0.45,0.13,0.19,0.26,0.35,0.45,"Elmwood","-75.2269940847151","39.9261256362134",c(-75.2269940847151, 39.9261256362134)
"1316","2444 S MILLICK ST",0.05,0.08,0.12,0.17,0.25,0.1,0.15,0.21,0.28,0.37,0.1,0.15,0.21,0.28,0.37,"Elmwood","-75.2249508347652","39.9267392006213",c(-75.2249508347652, 39.9267392006213)
"1317","6310 GLENMORE AVE",0.05,0.08,0.12,0.17,0.25,0.1,0.14,0.2,0.28,0.37,0.1,0.14,0.2,0.28,0.37,"Elmwood","-75.2298370106974","39.925334911855",c(-75.2298370106974, 39.925334911855)
"1318","6717 DOREL ST",0.03,0.05,0.08,0.12,0.18,0.1,0.15,0.21,0.29,0.39,0.1,0.15,0.21,0.29,0.39,"Elmwood","-75.2297865324371","39.9170620569307",c(-75.2297865324371, 39.9170620569307)
"1319","7244 ELMWOOD AVE",0.05,0.07,0.11,0.16,0.23,0.11,0.15,0.22,0.3,0.39,0.11,0.15,0.22,0.3,0.39,"Elmwood","-75.2412490037341","39.9142090232228",c(-75.2412490037341, 39.9142090232228)
"1320","2607 S 62ND ST",0.04,0.06,0.09,0.14,0.21,0.1,0.15,0.21,0.28,0.38,0.1,0.15,0.21,0.28,0.38,"Elmwood","-75.2245324062083","39.9237568929174",c(-75.2245324062083, 39.9237568929174)
